H,model,n,N,alpha,delta_t,strategy,value_sum,value_markovian,value_full
0.81,mixed_fbm,600,300,5.0,0.003333,markovian,2.098181,1.202497,6.153231
0.86,mixed_fbm,600,300,1.0,0.003333,markovian,0.018589,0.127767,0.324074
0.55,mixed_fbm,700,350,5.0,0.002857,markovian,0.805157,0.109995,0.916851
0.76,mixed_fbm,600,300,1.0,0.003333,markovian,0.034032,0.133238,0.554506
0.86,mixed_fbm,600,300,5.0,0.003333,markovian,1.365281,1.173349,4.777972
0.91,mixed_fbm,600,300,5.0,0.003333,markovian,0.891771,1.102587,3.277371
0.61,mixed_fbm,600,300,1.0,0.003333,full,0.078231,0.081019,0.537747
0.71,mixed_fbm,600,300,1.0,0.003333,markovian,0.048683,0.127912,0.645842
0.91,mixed_fbm,600,300,1.0,0.003333,markovian,0.015024,0.122003,0.228683
0.8,mixed_fbm,600,300,1.0,0.003333,markovian,0.026014,0.132714,0.460906
0.6,mixed_fbm,700,350,5.0,0.002857,markovian,2.497373,0.37576,3.115103
0.66,mixed_fbm,600,300,1.0,0.003333,markovian,0.067014,0.111857,0.659932
0.55,mixed_fbm,700,350,1.0,0.002857,markovian,0.053882,0.029743,0.235831
0.65,mixed_fbm,700,350,5.0,0.002857,markovian,3.892803,0.700811,5.619034
0.56,mixed_fbm,700,350,5.0,0.002857,markovian,1.109748,0.153706,1.282289
0.7,mixed_fbm,700,350,5.0,0.002857,markovian,4.165752,0.988188,7.395196
0.75,mixed_fbm,700,350,5.0,0.002857,markovian,3.433011,1.168958,7.819185
0.8,mixed_fbm,700,350,5.0,0.002857,markovian,2.391199,1.230192,6.989956
0.75,mixed_fbm,700,350,1.0,0.002857,markovian,0.037738,0.135103,0.62487
0.61,mixed_fbm,700,350,5.0,0.002857,markovian,2.836884,0.439216,3.625837
0.7,mixed_fbm,700,350,1.0,0.002857,markovian,0.055051,0.128826,0.723938
0.85,mixed_fbm,700,350,1.0,0.002857,markovian,0.0197,0.129721,0.362616
0.85,mixed_fbm,700,350,5.0,0.002857,markovian,1.534673,1.202768,5.457864
0.6,mixed_fbm,700,350,1.0,0.002857,full,0.086146,0.076303,0.561864
0.9,mixed_fbm,700,350,5.0,0.002857,markovian,0.98008,1.128543,3.767201
0.81,mixed_fbm,600,300,1.0,0.003333,markovian,0.024447,0.132152,0.437082
0.56,mixed_fbm,700,350,1.0,0.002857,markovian,0.064854,0.039205,0.307304
0.9,mixed_fbm,700,350,1.0,0.002857,markovian,0.015661,0.123703,0.25439
0.66,mixed_fbm,700,350,5.0,0.002857,markovian,4.048287,0.764169,6.061882
0.65,mixed_fbm,700,350,1.0,0.002857,markovian,0.076158,0.110604,0.725975
0.71,mixed_fbm,700,350,5.0,0.002857,markovian,4.079876,1.034148,7.595366
0.76,mixed_fbm,700,350,5.0,0.002857,markovian,3.227357,1.190199,7.739154
0.55,mixed_fbm,800,400,5.0,0.0025,markovian,0.917747,0.116142,1.046728
0.61,mixed_fbm,700,350,1.0,0.002857,full,0.086438,0.084485,0.60995
0.76,mixed_fbm,700,350,1.0,0.002857,markovian,0.035032,0.135367,0.599389
0.81,mixed_fbm,700,350,5.0,0.002857,markovian,2.196946,1.230436,6.719965
0.71,mixed_fbm,700,350,1.0,0.002857,markovian,0.051103,0.130871,0.709548
0.86,mixed_fbm,700,350,1.0,0.002857,markovian,0.01872,0.128589,0.33903
0.86,mixed_fbm,700,350,5.0,0.002857,markovian,1.400272,1.190412,5.118529
0.91,mixed_fbm,700,350,5.0,0.002857,markovian,0.901431,1.111329,3.442652
0.6,mixed_fbm,800,400,5.0,0.0025,markovian,2.824844,0.395513,3.541881
0.66,mixed_fbm,700,350,1.0,0.002857,markovian,0.072073,0.115448,0.736943
0.91,mixed_fbm,700,350,1.0,0.002857,markovian,0.015067,0.122435,0.235761
0.8,mixed_fbm,700,350,1.0,0.002857,markovian,0.026474,0.134235,0.49176
0.55,mixed_fbm,800,400,1.0,0.0025,markovian,0.060406,0.031174,0.266984
0.65,mixed_fbm,800,400,5.0,0.0025,markovian,4.342482,0.733846,6.341613
0.56,mixed_fbm,800,400,5.0,0.0025,markovian,1.263494,0.162212,1.463034
0.7,mixed_fbm,800,400,5.0,0.0025,markovian,4.553295,1.026908,8.251302
0.7,mixed_fbm,800,400,1.0,0.0025,markovian,0.057604,0.131464,0.787653
0.75,mixed_fbm,800,400,1.0,0.0025,markovian,0.038787,0.137014,0.670528
0.6,mixed_fbm,800,400,1.0,0.0025,markovian,0.094335,0.079186,0.628186
0.56,mixed_fbm,800,400,1.0,0.0025,full,0.072376,0.041009,0.347072
0.75,mixed_fbm,800,400,5.0,0.0025,markovian,3.664546,1.203732,8.597663
0.61,mixed_fbm,800,400,5.0,0.0025,markovian,3.201733,0.461916,4.117733
0.81,mixed_fbm,700,350,1.0,0.002857,markovian,0.024823,0.133539,0.46482
0.8,mixed_fbm,800,400,5.0,0.0025,markovian,2.495312,1.255559,7.561682
0.65,mixed_fbm,800,400,1.0,0.0025,markovian,0.081441,0.113745,0.800827
0.85,mixed_fbm,800,400,5.0,0.0025,markovian,1.571963,1.218432,5.807751
0.85,mixed_fbm,800,400,1.0,0.0025,markovian,0.019834,0.130465,0.378525
0.9,mixed_fbm,800,400,5.0,0.0025,markovian,0.990657,1.136744,3.94225
0.66,mixed_fbm,800,400,5.0,0.0025,markovian,4.499652,0.799119,6.827948
0.9,mixed_fbm,800,400,1.0,0.0025,markovian,0.015704,0.124099,0.261897
0.61,mixed_fbm,800,400,1.0,0.0025,full,0.094201,0.08751,0.68015
0.71,mixed_fbm,800,400,5.0,0.0025,markovian,4.438893,1.072781,8.451627
0.71,mixed_fbm,800,400,1.0,0.0025,markovian,0.053262,0.133369,0.769864
0.76,mixed_fbm,800,400,1.0,0.0025,markovian,0.035899,0.137136,0.64141
0.55,mixed_fbm,900,450,5.0,0.002222,markovian,1.029961,0.121752,1.176388
0.76,mixed_fbm,800,400,5.0,0.0025,markovian,3.428743,1.223339,8.482775
0.66,mixed_fbm,800,400,1.0,0.0025,markovian,0.076721,0.118529,0.8107
0.81,mixed_fbm,800,400,5.0,0.0025,markovian,2.283204,1.253761,7.245424
0.55,mixed_fbm,900,450,1.0,0.002222,full,0.066802,0.032466,0.297829
0.86,mixed_fbm,800,400,5.0,0.0025,markovian,1.429856,1.204372,5.428603
0.8,mixed_fbm,800,400,1.0,0.0025,markovian,0.026863,0.135484,0.52046
0.86,mixed_fbm,800,400,1.0,0.0025,markovian,0.018827,0.129252,0.352929
0.6,mixed_fbm,900,450,5.0,0.002222,markovian,3.148481,0.413471,3.966122
0.91,mixed_fbm,800,400,5.0,0.0025,markovian,0.909353,1.118354,3.590308
0.91,mixed_fbm,800,400,1.0,0.0025,markovian,0.015101,0.122778,0.242041
0.6,mixed_fbm,900,450,1.0,0.002222,markovian,0.102175,0.081752,0.69306
0.65,mixed_fbm,900,450,5.0,0.002222,markovian,4.779615,0.763628,7.053664
0.56,mixed_fbm,900,450,1.0,0.002222,full,0.079718,0.042633,0.386357
0.7,mixed_fbm,900,450,1.0,0.002222,markovian,0.059924,0.133743,0.848352
0.56,mixed_fbm,900,450,5.0,0.002222,markovian,1.416545,0.16997,1.643366
0.75,mixed_fbm,900,450,1.0,0.002222,markovian,0.039718,0.138643,0.713449
0.7,mixed_fbm,900,450,5.0,0.002222,markovian,4.92068,1.06132,9.084018
0.65,mixed_fbm,900,450,1.0,0.002222,markovian,0.08637,0.116499,0.873092
0.81,mixed_fbm,800,400,1.0,0.0025,markovian,0.025139,0.134673,0.490595
0.75,mixed_fbm,900,450,5.0,0.002222,markovian,3.877549,1.234072,9.342436
0.61,mixed_fbm,900,450,5.0,0.002222,markovian,3.561382,0.482528,4.606062
0.8,mixed_fbm,900,450,5.0,0.002222,markovian,2.588227,1.277269,8.099689
0.85,mixed_fbm,900,450,5.0,0.002222,markovian,1.604305,1.231602,6.12937
0.85,mixed_fbm,900,450,1.0,0.002222,markovian,0.019947,0.131083,0.393091
0.61,mixed_fbm,900,450,1.0,0.002222,full,0.101595,0.090194,0.748642
0.9,mixed_fbm,900,450,5.0,0.002222,markovian,0.999587,1.143531,4.101327
0.66,mixed_fbm,900,450,5.0,0.002222,markovian,4.936497,0.830553,7.581307
0.71,mixed_fbm,900,450,1.0,0.002222,markovian,0.055215,0.135521,0.827171
0.9,mixed_fbm,900,450,1.0,0.002222,markovian,0.015739,0.124423,0.26868
0.76,mixed_fbm,900,450,1.0,0.002222,markovian,0.036663,0.138639,0.680809
0.66,mixed_fbm,900,450,1.0,0.002222,markovian,0.081035,0.121222,0.881719
0.71,mixed_fbm,900,450,5.0,0.002222,markovian,4.777276,1.106998,9.281896
0.8,mixed_fbm,900,450,1.0,0.002222,markovian,0.027199,0.136535,0.547086
0.76,mixed_fbm,900,450,5.0,0.002222,markovian,3.612874,1.252142,9.191716
0.81,mixed_fbm,900,450,5.0,0.002222,markovian,2.359732,1.27365,7.738336
0.55,mixed_fbm,1100,550,1.0,0.001818,full,0.079272,0.034731,0.358736
0.86,mixed_fbm,900,450,5.0,0.002222,markovian,1.455375,1.216072,5.712313
0.86,mixed_fbm,900,450,1.0,0.002222,markovian,0.018917,0.1298,0.36562
0.91,mixed_fbm,900,450,5.0,0.002222,markovian,0.916007,1.124149,3.724062
0.55,mixed_fbm,1100,550,5.0,0.001818,markovian,1.253409,0.131722,1.435139
0.91,mixed_fbm,900,450,1.0,0.002222,markovian,0.015129,0.123058,0.2477
0.6,mixed_fbm,1100,550,5.0,0.001818,markovian,3.785803,0.445231,4.80798
0.6,mixed_fbm,1100,550,1.0,0.001818,markovian,0.116995,0.086168,0.819166
0.56,mixed_fbm,1100,550,1.0,0.001818,full,0.093948,0.04547,0.463697
0.81,mixed_fbm,900,450,1.0,0.002222,markovian,0.025411,0.135624,0.514443
0.7,mixed_fbm,1100,550,1.0,0.001818,markovian,0.064033,0.137523,0.962411
0.65,mixed_fbm,1100,550,1.0,0.001818,markovian,0.095388,0.121149,1.011223
0.75,mixed_fbm,1100,550,1.0,0.001818,markovian,0.041312,0.141297,0.792747
0.65,mixed_fbm,1100,550,5.0,0.001818,markovian,5.62186,0.815723,8.451159
0.7,mixed_fbm,1100,550,5.0,0.001818,markovian,5.605659,1.120398,10.689819
0.75,mixed_fbm,1100,550,5.0,0.001818,markovian,4.259637,1.28494,10.748198
0.61,mixed_fbm,1100,550,1.0,0.001818,full,0.115483,0.094796,0.881339
0.8,mixed_fbm,1100,550,5.0,0.001818,markovian,2.748591,1.312796,9.092589
0.56,mixed_fbm,1100,550,5.0,0.001818,markovian,1.720839,0.183749,2.002958
0.85,mixed_fbm,1100,550,5.0,0.001818,markovian,1.658152,1.252683,6.712831
0.55,mixed_fbm,1200,600,1.0,0.001667,full,0.085368,0.035737,0.38885
0.85,mixed_fbm,1100,550,1.0,0.001818,markovian,0.020128,0.132056,0.419114
0.9,mixed_fbm,1100,550,5.0,0.001818,markovian,1.013967,1.154184,4.380128
0.61,mixed_fbm,1100,550,5.0,0.001818,markovian,4.267211,0.518923,5.573414
0.66,mixed_fbm,1100,550,1.0,0.001818,markovian,0.088876,0.125753,1.017005
0.71,mixed_fbm,1100,550,1.0,0.001818,markovian,0.058651,0.139077,0.934492
0.9,mixed_fbm,1100,550,1.0,0.001818,markovian,0.015794,0.124927,0.280593
0.76,mixed_fbm,1100,550,1.0,0.001818,markovian,0.037965,0.14108,0.753353
0.8,mixed_fbm,1100,550,1.0,0.001818,markovian,0.027757,0.138217,0.595457
0.66,mixed_fbm,1100,550,5.0,0.001818,markovian,5.773323,0.885364,9.054673
0.56,mixed_fbm,1200,600,1.0,0.001667,full,0.100869,0.046727,0.501836
0.71,mixed_fbm,1100,550,5.0,0.001818,markovian,5.403476,1.165478,10.876481
0.6,mixed_fbm,1200,600,1.0,0.001667,full,0.124045,0.088098,0.880659
0.76,mixed_fbm,1100,550,5.0,0.001818,markovian,3.940586,1.300195,10.523847
0.81,mixed_fbm,1100,550,5.0,0.001818,markovian,2.490837,1.306046,8.643974
0.86,mixed_fbm,1100,550,5.0,0.001818,markovian,1.497571,1.234721,6.225437
0.55,mixed_fbm,1200,600,5.0,0.001667,markovian,1.364702,0.136209,1.564263
0.86,mixed_fbm,1100,550,1.0,0.001818,markovian,0.019061,0.130663,0.388218
0.91,mixed_fbm,1100,550,5.0,0.001818,markovian,0.926652,1.133213,3.957053
0.6,mixed_fbm,1200,600,5.0,0.001667,markovian,4.100089,0.459462,5.225978
0.65,mixed_fbm,1200,600,1.0,0.001667,markovian,0.099556,0.123148,1.077589
0.81,mixed_fbm,1100,550,1.0,0.001818,markovian,0.025859,0.137144,0.557622
0.7,mixed_fbm,1200,600,1.0,0.001667,markovian,0.065877,0.139121,1.016393
0.61,mixed_fbm,1200,600,1.0,0.001667,full,0.122053,0.096801,0.945858
0.91,mixed_fbm,1100,550,1.0,0.001818,markovian,0.015172,0.12349,0.257606
0.75,mixed_fbm,1200,600,1.0,0.001667,markovian,0.042007,0.142402,0.829717
0.65,mixed_fbm,1200,600,5.0,0.001667,markovian,6.029112,0.838828,9.138083
0.55,mixed_fbm,1300,650,1.0,0.001538,full,0.091385,0.036677,0.418763
0.7,mixed_fbm,1200,600,5.0,0.001667,markovian,5.927221,1.146151,11.466922
0.75,mixed_fbm,1200,600,5.0,0.001667,markovian,4.432899,1.306639,11.415648
0.56,mixed_fbm,1200,600,5.0,0.001667,markovian,1.872189,0.189946,2.182279
0.8,mixed_fbm,1200,600,5.0,0.001667,markovian,2.818838,1.327621,9.554723
0.56,mixed_fbm,1300,650,1.0,0.001538,full,0.107679,0.047898,0.539663
0.66,mixed_fbm,1200,600,1.0,0.001667,markovian,0.092478,0.127694,1.08181
0.85,mixed_fbm,1200,600,5.0,0.001667,markovian,1.680988,1.261307,6.979207
0.71,mixed_fbm,1200,600,1.0,0.001667,markovian,0.060183,0.140575,0.985132
0.6,mixed_fbm,1300,650,1.0,0.001538,full,0.130892,0.089882,0.941249
0.61,mixed_fbm,1200,600,5.0,0.001667,markovian,4.614212,0.535207,6.052974
0.85,mixed_fbm,1200,600,1.0,0.001667,markovian,0.020202,0.13245,0.430889
0.76,mixed_fbm,1200,600,1.0,0.001667,markovian,0.038529,0.142093,0.787073
0.9,mixed_fbm,1200,600,5.0,0.001667,markovian,1.019884,1.158465,4.50615
0.8,mixed_fbm,1200,600,1.0,0.001667,markovian,0.027994,0.138907,0.617674
0.66,mixed_fbm,1200,600,5.0,0.001667,markovian,6.175849,0.909603,9.777094
0.9,mixed_fbm,1200,600,1.0,0.001667,markovian,0.015817,0.125127,0.285904
0.71,mixed_fbm,1200,600,5.0,0.001667,markovian,5.695475,1.190867,11.645361
0.61,mixed_fbm,1300,650,1.0,0.001538,full,0.128411,0.09865,1.009319
0.55,mixed_fbm,1400,700,1.0,0.001429,full,0.097328,0.037557,0.448494
0.76,mixed_fbm,1200,600,5.0,0.001667,markovian,4.08815,1.320601,11.153825
0.81,mixed_fbm,1200,600,5.0,0.001667,markovian,2.547885,1.319508,9.063839
0.55,mixed_fbm,1300,650,5.0,0.001538,markovian,1.475737,0.140426,1.693238
0.65,mixed_fbm,1300,650,1.0,0.001538,markovian,0.103534,0.124977,1.142411
0.86,mixed_fbm,1200,600,5.0,0.001667,markovian,1.515356,1.242322,6.458827
0.05,mixed_fbm,1250,625,1.0,0.0016,markovian,396.107327,159.663839,441.848597
0.7,mixed_fbm,1300,650,1.0,0.001538,markovian,0.067607,0.140569,1.068654
0.86,mixed_fbm,1200,600,1.0,0.001667,markovian,0.019119,0.13101,0.398413
0.81,mixed_fbm,1200,600,1.0,0.001667,markovian,0.026047,0.137765,0.577396
0.75,mixed_fbm,1300,650,1.0,0.001538,markovian,0.042648,0.143393,0.865196
0.91,mixed_fbm,1200,600,5.0,0.001667,markovian,0.931006,1.136844,4.062203
0.6,mixed_fbm,1300,650,5.0,0.001538,markovian,4.411774,0.472801,5.642226
0.56,mixed_fbm,1400,700,1.0,0.001429,full,0.114386,0.048994,0.577204
0.91,mixed_fbm,1200,600,1.0,0.001667,markovian,0.015189,0.123662,0.262008
0.65,mixed_fbm,1300,650,5.0,0.001538,markovian,6.428239,0.860352,9.817981
0.6,mixed_fbm,1400,700,1.0,0.001429,full,0.137556,0.09154,1.001014
0.7,mixed_fbm,1300,650,5.0,0.001538,markovian,6.236855,1.169897,12.22893
0.66,mixed_fbm,1300,650,1.0,0.001538,markovian,0.095905,0.129467,1.144994
0.75,mixed_fbm,1300,650,5.0,0.001538,markovian,4.596368,1.326392,12.06279
0.56,mixed_fbm,1300,650,5.0,0.001538,markovian,2.023064,0.195768,2.361317
0.71,mixed_fbm,1300,650,1.0,0.001538,markovian,0.061617,0.14193,1.034072
0.8,mixed_fbm,1300,650,5.0,0.001538,markovian,2.883794,1.340947,9.997605
0.07,mixed_fbm,1500,750,10.0,0.001333,full,513.369918,169.003171,514.547142
0.76,mixed_fbm,1300,650,1.0,0.001538,markovian,0.039047,0.143,0.819377
0.61,mixed_fbm,1300,650,5.0,0.001538,markovian,4.957705,0.550455,6.530075
0.85,mixed_fbm,1300,650,5.0,0.001538,markovian,1.701712,1.268971,7.231645
0.8,mixed_fbm,1300,650,1.0,0.001538,markovian,0.028208,0.139521,0.63881
0.61,mixed_fbm,1400,700,1.0,0.001429,full,0.134579,0.100365,1.071817
0.85,mixed_fbm,1300,650,1.0,0.001538,markovian,0.020269,0.132796,0.441995
0.95,mixed_fbm,1250,625,1.0,0.0016,markovian,0.013219,0.118004,0.0
0.9,mixed_fbm,1300,650,5.0,0.001538,markovian,1.025161,1.162233,4.624321
0.66,mixed_fbm,1300,650,5.0,0.001538,markovian,6.56911,0.932143,10.490961
0.9,mixed_fbm,1300,650,1.0,0.001538,markovian,0.015836,0.125302,0.290869
0.71,mixed_fbm,1300,650,5.0,0.001538,markovian,5.975528,1.214218,12.39768
0.76,mixed_fbm,1300,650,5.0,0.001538,markovian,4.226801,1.33913,11.763209
0.65,mixed_fbm,1400,700,1.0,0.001429,markovian,0.107346,0.126661,1.205837
0.81,mixed_fbm,1300,650,5.0,0.001538,markovian,2.600432,1.331581,9.465294
0.7,mixed_fbm,1400,700,1.0,0.001429,markovian,0.069238,0.141891,1.119376
0.55,mixed_fbm,1400,700,5.0,0.001429,markovian,1.586535,0.144406,1.822075
0.81,mixed_fbm,1300,650,1.0,0.001538,markovian,0.026218,0.138317,0.596175
0.75,mixed_fbm,1400,700,1.0,0.001429,markovian,0.043243,0.144291,0.899351
0.86,mixed_fbm,1300,650,5.0,0.001538,markovian,1.531438,1.249063,6.679526
0.86,mixed_fbm,1300,650,1.0,0.001538,markovian,0.019172,0.131315,0.408011
0.02,mixed_fbm,1000,500,5.0,0.002,markovian,557.916997,249.807386,568.462804
0.91,mixed_fbm,1300,650,5.0,0.001538,markovian,0.934876,1.140033,4.160601
0.6,mixed_fbm,1400,700,5.0,0.001429,markovian,4.72105,0.485362,6.056845
0.91,mixed_fbm,1300,650,1.0,0.001538,markovian,0.015204,0.123812,0.266115
0.98,mixed_fbm,1000,500,5.0,0.002,markovian,0.58422,1.005086,1.50997
0.65,mixed_fbm,1400,700,5.0,0.001429,markovian,6.819914,0.880505,10.491376
0.66,mixed_fbm,1400,700,1.0,0.001429,markovian,0.099178,0.131096,1.206718
0.05,mixed_fbm,1250,625,5.0,0.0016,full,503.185849,189.553165,508.562007
0.95,mixed_fbm,1250,625,5.0,0.0016,full,0.681764,1.055569,-0.0
0.7,mixed_fbm,1400,700,5.0,0.001429,markovian,6.535755,1.191917,12.977105
0.71,mixed_fbm,1400,700,1.0,0.001429,markovian,0.062964,0.143165,1.081492
0.99,mixed_fbm,1000,500,5.0,0.002,markovian,0.567712,0.994887,1.242413
0.75,mixed_fbm,1400,700,5.0,0.001429,markovian,4.751217,1.344496,12.691581
0.76,mixed_fbm,1400,700,1.0,0.001429,markovian,0.039527,0.14382,0.850425
0.56,mixed_fbm,1400,700,5.0,0.001429,markovian,2.1735,0.201263,2.540093
0.8,mixed_fbm,1400,700,5.0,0.001429,markovian,2.944193,1.353018,10.423336
0.8,mixed_fbm,1400,700,1.0,0.001429,markovian,0.028404,0.140072,0.658994
0.61,mixed_fbm,1400,700,5.0,0.001429,markovian,5.297953,0.564803,7.00489
0.85,mixed_fbm,1400,700,5.0,0.001429,markovian,1.720654,1.275841,7.471823
0.85,mixed_fbm,1400,700,1.0,0.001429,markovian,0.020329,0.133106,0.452516
0.9,mixed_fbm,1400,700,5.0,0.001429,markovian,1.029908,1.165579,4.73567
0.66,mixed_fbm,1400,700,5.0,0.001429,markovian,6.953902,0.953214,11.196922
0.9,mixed_fbm,1400,700,1.0,0.001429,markovian,0.015853,0.125457,0.295534
0.71,mixed_fbm,1400,700,5.0,0.001429,markovian,6.244875,1.235825,13.134863
0.76,mixed_fbm,1400,700,5.0,0.001429,markovian,4.357643,1.35607,12.354034
0.81,mixed_fbm,1400,700,5.0,0.001429,markovian,2.64912,1.342492,9.850391
0.81,mixed_fbm,1400,700,1.0,0.001429,markovian,0.026373,0.138811,0.614079
0.86,mixed_fbm,1400,700,5.0,0.001429,markovian,1.54609,1.255094,6.889091
0.91,mixed_fbm,1400,700,5.0,0.001429,markovian,0.938347,1.142861,4.253145
0.86,mixed_fbm,1400,700,1.0,0.001429,markovian,0.019218,0.131587,0.41709
0.91,mixed_fbm,1400,700,1.0,0.001429,markovian,0.015217,0.123944,0.269968
0.91,mixed_fbm,1500,750,1.0,0.001333,markovian,0.015229,0.124062,0.0
0.04,mixed_fbm,1250,625,1.0,0.0016,markovian,434.540549,184.46835,486.820258
0.96,mixed_fbm,1250,625,1.0,0.0016,markovian,0.012829,0.116629,0.0
0.1,mixed_fbm,1500,750,1.0,0.001333,markovian,314.926932,94.411772,347.303221
0.93,mixed_fbm,1500,750,10.0,0.001333,full,2.677563,2.059332,8.246342
0.97,mixed_fbm,1250,625,1.0,0.0016,markovian,0.012471,0.115281,-0.0
0.09,mixed_fbm,1500,750,1.0,0.001333,markovian,343.413809,108.494713,378.674261
0.03,mixed_fbm,1250,625,1.0,0.0016,markovian,478.881442,214.796312,540.114716
0.08,mixed_fbm,1500,750,1.0,0.001333,markovian,374.508752,124.681177,413.119564
0.08,mixed_fbm,1500,750,5.0,0.001333,full,462.867225,146.013049,466.707773
0.92,mixed_fbm,1500,750,5.0,0.001333,full,0.861199,1.122573,-0.0
0.92,mixed_fbm,1500,750,1.0,0.001333,markovian,0.014653,0.122549,0.0
0.04,mixed_fbm,1250,625,5.0,0.0016,full,558.29066,220.673295,564.999812
0.96,mixed_fbm,1250,625,5.0,0.0016,full,0.641564,1.03734,0.0
0.97,mixed_fbm,1250,625,5.0,0.0016,full,0.609305,1.020833,-0.0
0.02,mixed_fbm,1250,625,1.0,0.0016,markovian,531.588631,253.830495,606.257785
0.98,mixed_fbm,1250,625,1.0,0.0016,markovian,0.012142,0.113961,-0.0
0.99,mixed_fbm,1250,625,1.0,0.0016,markovian,0.011838,0.112672,-0.0
0.07,mixed_fbm,1500,750,1.0,0.001333,markovian,408.643204,143.348928,451.217181
0.93,mixed_fbm,1500,750,1.0,0.001333,markovian,0.014132,0.121058,-0.0
0.06,mixed_fbm,1500,750,1.0,0.001333,markovian,446.400202,165.005755,493.76378
0.94,mixed_fbm,1500,750,1.0,0.001333,markovian,0.01366,0.119594,-0.0
0.06,mixed_fbm,1500,750,10.0,0.001333,full,564.166219,195.271052,565.55813
0.94,mixed_fbm,1500,750,10.0,0.001333,full,2.322192,1.990702,5.841946
0.05,mixed_fbm,1500,750,1.0,0.001333,markovian,488.59936,190.380493,541.922376
0.07,mixed_fbm,1500,750,5.0,0.001333,full,506.707451,168.298664,511.136701
0.93,mixed_fbm,1500,750,5.0,0.001333,full,0.792142,1.100345,0.0
0.95,mixed_fbm,1500,750,1.0,0.001333,markovian,0.01323,0.118157,0.0
0.04,mixed_fbm,1250,625,10.0,0.0016,full,568.38419,221.842034,570.215696
0.03,mixed_fbm,1250,625,5.0,0.0016,markovian,625.866294,259.896517,634.725815
0.96,mixed_fbm,1250,625,10.0,0.0016,full,1.734688,1.842919,4.526348
0.97,mixed_fbm,1250,625,10.0,0.0016,markovian,1.51444,1.776494,3.517289
0.04,mixed_fbm,1500,750,1.0,0.001333,markovian,536.450975,220.610272,597.491816
0.96,mixed_fbm,1500,750,1.0,0.001333,markovian,0.012837,0.11675,0.0
0.97,mixed_fbm,1500,750,1.0,0.001333,markovian,0.012478,0.115374,0.0
0.02,mixed_fbm,1250,625,5.0,0.0016,markovian,714.116766,312.762205,
0.98,mixed_fbm,1250,625,5.0,0.0016,markovian,0.584766,1.006647,
0.99,mixed_fbm,1250,625,5.0,0.0016,markovian,0.567957,0.995728,
0.03,mixed_fbm,1250,625,10.0,0.0016,markovian,639.195429,261.504736,641.661387
0.03,mixed_fbm,1500,750,1.0,0.001333,markovian,591.860227,257.67459,663.500595
0.05,mixed_fbm,1500,750,10.0,0.001333,full,622.949456,226.541437,624.641704
0.06,mixed_fbm,1500,750,5.0,0.001333,full,556.337237,194.439146,561.541527
0.94,mixed_fbm,1500,750,5.0,0.001333,full,0.733267,1.078934,0.0
0.02,mixed_fbm,1250,625,10.0,0.0016,markovian,733.521283,315.329545,
0.95,mixed_fbm,1500,750,10.0,0.001333,full,2.01248,1.921146,4.868755
0.98,mixed_fbm,1250,625,10.0,0.0016,markovian,1.335551,1.712719,
0.99,mixed_fbm,1250,625,10.0,0.0016,markovian,1.205571,1.656769,
0.02,mixed_fbm,1500,750,1.0,0.001333,markovian,658.100973,305.597423,745.739396
0.98,mixed_fbm,1500,750,1.0,0.001333,markovian,0.012147,0.11403,-0.0
0.05,mixed_fbm,1500,750,5.0,0.001333,markovian,613.51152,225.528173,619.784699
0.95,mixed_fbm,1500,750,5.0,0.001333,markovian,0.68371,1.058598,-0.0
0.01,mixed_fbm,1500,750,1.0,0.001333,markovian,741.579799,374.888955,858.093456
0.99,mixed_fbm,1500,750,1.0,0.001333,markovian,0.011841,0.112718,0.0
0.04,mixed_fbm,1500,750,10.0,0.001333,full,692.862773,264.631217,695.005584
0.96,mixed_fbm,1500,750,10.0,0.001333,full,1.745706,1.851387,3.919114
0.04,mixed_fbm,1500,750,5.0,0.001333,markovian,681.058568,263.335569,688.903665
0.96,mixed_fbm,1500,750,5.0,0.001333,markovian,0.642793,1.039651,-0.0
0.97,mixed_fbm,1500,750,5.0,0.001333,markovian,0.61003,1.022504,0.0
0.97,mixed_fbm,1500,750,10.0,0.001333,full,1.520566,1.782506,2.990343
0.03,mixed_fbm,1500,750,5.0,0.001333,markovian,763.987927,311.060329,774.374092
0.02,mixed_fbm,1500,750,5.0,0.001333,markovian,872.540317,375.515981,
0.98,mixed_fbm,1500,750,5.0,0.001333,markovian,0.585151,1.007747,
0.03,mixed_fbm,1500,750,10.0,0.001333,markovian,779.616811,312.858618,782.510121
0.01,mixed_fbm,1500,750,5.0,0.001333,markovian,1033.653576,476.143614,
0.02,mixed_fbm,1500,750,10.0,0.001333,markovian,895.379194,378.430478,
0.99,mixed_fbm,1500,750,5.0,0.001333,markovian,0.568126,0.996316,
0.98,mixed_fbm,1500,750,10.0,0.001333,markovian,1.338427,1.716562,
0.01,mixed_fbm,1500,750,10.0,0.001333,markovian,1074.895237,482.892647,
0.99,mixed_fbm,1500,750,10.0,0.001333,markovian,1.206499,1.658686,
0.55,mixed_fbm,1600,800,1.0,0.00125,markovian,0.109018,0.039171,0.507458
