H,model,n,N,alpha,delta_t,strategy,value_sum,value_markovian,value_full
0.51,mixed_fbm,1250,625,1.0,0.0016,both,0.007524,0.002121,0.024437
0.47,mixed_fbm,750,375,5.0,0.002667,both,0.406897,0.051566,0.430671
0.46,mixed_fbm,750,375,1.0,0.002667,both,0.154859,0.041954,0.356467
0.52,mixed_fbm,1000,500,1.0,0.002,both,0.020314,0.007105,0.071213
0.53,mixed_fbm,750,375,5.0,0.002667,both,0.336024,0.043219,0.373414
0.49,mixed_fbm,1500,750,5.0,0.001333,both,0.085906,0.007165,0.092001
0.48,mixed_fbm,1000,500,5.0,0.002,both,0.235317,0.025119,0.250388
0.54,mixed_fbm,750,375,1.0,0.002667,both,0.043736,0.021321,0.177668
0.51,mixed_fbm,1250,625,5.0,0.0016,both,0.066864,0.006267,0.072885
0.46,mixed_fbm,750,375,5.0,0.002667,both,0.74322,0.094505,0.782482
0.45,mixed_fbm,750,375,1.0,0.002667,both,0.276172,0.070912,0.599527
0.47,mixed_fbm,1000,500,1.0,0.002,both,0.103387,0.02483,0.250699
0.52,mixed_fbm,1000,500,5.0,0.002,both,0.206405,0.022253,0.227178
0.51,mixed_fbm,1500,750,1.0,0.001333,both,0.008991,0.002272,0.029274
0.48,mixed_fbm,1250,625,1.0,0.0016,both,0.049997,0.011152,0.129058
0.55,mixed_fbm,750,375,1.0,0.002667,both,0.057161,0.030478,0.251449
0.54,mixed_fbm,750,375,5.0,0.002667,both,0.574671,0.074603,0.646265
0.53,mixed_fbm,1000,500,1.0,0.002,both,0.038183,0.014586,0.145172
0.44,mixed_fbm,750,375,1.0,0.002667,both,0.451004,0.110291,0.926347
0.45,mixed_fbm,750,375,5.0,0.002667,both,1.192049,0.152311,1.249105
0.52,mixed_fbm,1250,625,1.0,0.0016,both,0.025103,0.007724,0.088451
0.47,mixed_fbm,1000,500,5.0,0.002,both,0.544958,0.0583,0.576281
0.56,mixed_fbm,750,375,1.0,0.002667,both,0.068639,0.040132,0.327253
0.55,mixed_fbm,750,375,5.0,0.002667,both,0.861502,0.113143,0.981818
0.48,mixed_fbm,1250,625,5.0,0.0016,both,0.294896,0.027519,0.313622
0.46,mixed_fbm,1000,500,1.0,0.002,both,0.212275,0.047988,0.482606
0.51,mixed_fbm,1500,750,5.0,0.001333,both,0.080249,0.006728,0.087501
0.43,mixed_fbm,750,375,1.0,0.002667,both,0.691702,0.161894,1.34871
0.53,mixed_fbm,1000,500,5.0,0.002,both,0.447128,0.048579,0.497726
0.57,mixed_fbm,750,375,1.0,0.002667,both,0.077706,0.049933,0.401758
0.54,mixed_fbm,1000,500,1.0,0.002,both,0.056458,0.023638,0.233197
0.47,mixed_fbm,1250,625,1.0,0.0016,both,0.131426,0.027398,0.316282
0.48,mixed_fbm,1500,750,1.0,0.001333,both,0.060582,0.012036,0.155704
0.42,mixed_fbm,750,375,1.0,0.002667,both,1.011522,0.227698,1.878608
0.52,mixed_fbm,1250,625,5.0,0.0016,both,0.257841,0.024309,0.284018
0.58,mixed_fbm,750,375,1.0,0.002667,both,0.084241,0.059605,0.47241
0.45,mixed_fbm,1000,500,1.0,0.002,both,0.380408,0.081378,0.813662
0.46,mixed_fbm,1000,500,5.0,0.002,both,0.99601,0.106968,1.047495
0.41,mixed_fbm,750,375,1.0,0.002667,both,1.424389,0.309871,2.527986
0.55,mixed_fbm,1000,500,1.0,0.002,both,0.073086,0.033645,0.328404
0.52,mixed_fbm,1500,750,1.0,0.001333,both,0.029837,0.008254,0.105668
0.59,mixed_fbm,750,375,1.0,0.002667,both,0.088352,0.068941,0.537328
0.53,mixed_fbm,1250,625,1.0,0.0016,both,0.046861,0.015805,0.179874
0.44,mixed_fbm,750,375,5.0,0.002667,both,1.760648,0.226371,1.837173
0.54,mixed_fbm,1000,500,5.0,0.002,both,0.763294,0.083774,0.860547
0.6,mixed_fbm,750,375,1.0,0.002667,both,0.090288,0.07779,0.595219
0.56,mixed_fbm,750,375,5.0,0.002667,both,1.186713,0.158063,1.372716
0.48,mixed_fbm,1500,750,5.0,0.001333,both,0.354542,0.029592,0.376898
0.47,mixed_fbm,1250,625,5.0,0.0016,both,0.683286,0.063921,0.722059
0.4,mixed_fbm,750,375,1.0,0.002667,both,1.944644,0.410787,3.308986
0.43,mixed_fbm,750,375,5.0,0.002667,both,2.45637,0.318237,2.553542
0.44,mixed_fbm,1000,500,1.0,0.002,both,0.623851,0.126964,1.260207
0.61,mixed_fbm,750,375,1.0,0.002667,both,0.09037,0.086045,0.64528
0.46,mixed_fbm,1250,625,1.0,0.0016,both,0.270977,0.053091,0.610179
0.57,mixed_fbm,750,375,5.0,0.002667,both,1.540049,0.208587,1.811211
0.56,mixed_fbm,1000,500,1.0,0.002,both,0.086902,0.044112,0.425217
0.39,mixed_fbm,750,375,1.0,0.002667,both,2.58681,0.533049,4.233359
0.47,mixed_fbm,1500,750,1.0,0.001333,both,0.159858,0.029636,0.382332
0.42,mixed_fbm,750,375,5.0,0.002667,both,3.286726,0.429644,3.405348
0.62,mixed_fbm,750,375,1.0,0.002667,both,0.088944,0.093641,0.687115
0.53,mixed_fbm,1250,625,5.0,0.0016,both,0.557881,0.053032,0.621844
0.54,mixed_fbm,1250,625,1.0,0.0016,both,0.068791,0.025528,0.28787
0.52,mixed_fbm,1500,750,5.0,0.001333,both,0.309202,0.026082,0.340817
0.58,mixed_fbm,750,375,5.0,0.002667,both,1.910885,0.263932,2.289186
0.43,mixed_fbm,1000,500,1.0,0.002,both,0.960242,0.186921,1.838383
0.38,mixed_fbm,750,375,1.0,0.002667,both,3.365385,0.679518,5.312931
0.41,mixed_fbm,750,375,5.0,0.002667,both,4.259456,0.562546,4.400055
0.57,mixed_fbm,1000,500,1.0,0.002,both,0.097397,0.054649,0.519272
0.59,mixed_fbm,750,375,5.0,0.002667,both,2.288368,0.323302,2.798041
0.46,mixed_fbm,1250,625,5.0,0.0016,both,1.24938,0.11738,1.312874
0.53,mixed_fbm,1500,750,1.0,0.001333,both,0.055384,0.016844,0.214265
0.45,mixed_fbm,1250,625,1.0,0.0016,both,0.487388,0.090257,1.03071
0.6,mixed_fbm,750,375,5.0,0.002667,both,2.661618,0.385886,3.328828
0.42,mixed_fbm,1000,500,1.0,0.002,both,1.408447,0.26364,2.56501
0.4,mixed_fbm,750,375,5.0,0.002667,both,5.382592,0.719141,5.545504
0.58,mixed_fbm,1000,500,1.0,0.002,both,0.104513,0.064956,0.607288
0.61,mixed_fbm,750,375,5.0,0.002667,both,3.019999,0.450856,3.872257
0.55,mixed_fbm,1250,625,1.0,0.0016,both,0.088386,0.036215,0.40383
0.54,mixed_fbm,1250,625,5.0,0.0016,both,0.951005,0.091387,1.074312
0.47,mixed_fbm,1500,750,5.0,0.001333,both,0.821817,0.068779,0.867962
0.41,mixed_fbm,1000,500,1.0,0.002,both,1.988182,0.359753,3.456638
0.46,mixed_fbm,1500,750,1.0,0.001333,both,0.330713,0.057549,0.738892
0.59,mixed_fbm,1000,500,1.0,0.002,both,0.108485,0.074813,0.686931
0.44,mixed_fbm,1250,625,1.0,0.0016,both,0.801815,0.141151,1.599095
0.53,mixed_fbm,1500,750,5.0,0.001333,both,0.668348,0.056868,0.745804
0.54,mixed_fbm,1500,750,1.0,0.001333,both,0.08082,0.027133,0.341865
0.56,mixed_fbm,1250,625,1.0,0.0016,both,0.104287,0.047323,0.520787
0.43,mixed_fbm,1250,625,1.0,0.0016,both,1.237443,0.208275,2.336084
0.45,mixed_fbm,1500,750,1.0,0.001333,both,0.596578,0.098033,1.250023
0.57,mixed_fbm,1250,625,1.0,0.0016,both,0.115963,0.058431,0.633361
0.49,mixed_fbm,1000,500,10.0,0.002,both,0.063253,0.006416,0.064384
0.51,mixed_fbm,1000,500,10.0,0.002,both,0.060736,0.006105,0.062097
0.55,mixed_fbm,1500,750,1.0,0.001333,both,0.103204,0.038387,0.478054
0.42,mixed_fbm,1250,625,1.0,0.0016,both,1.81899,0.294387,3.263441
0.58,mixed_fbm,1250,625,1.0,0.0016,both,0.123441,0.069222,0.737589
0.44,mixed_fbm,1500,750,1.0,0.001333,both,0.983898,0.153605,1.941965
0.41,mixed_fbm,1250,625,1.0,0.0016,both,2.572171,0.402529,4.402235
0.45,mixed_fbm,1000,500,5.0,0.002,both,1.598367,0.172604,1.672836
0.56,mixed_fbm,1500,750,1.0,0.001333,both,0.121,0.050025,0.614481
0.55,mixed_fbm,1000,500,5.0,0.002,both,1.141838,0.126921,1.305852
0.43,mixed_fbm,1500,750,1.0,0.001333,both,1.521609,0.227059,2.840115
0.48,mixed_fbm,750,375,10.0,0.002667,both,0.193034,0.023333,0.19616
0.52,mixed_fbm,750,375,10.0,0.002667,both,0.178259,0.021182,0.182696
0.63,mixed_fbm,750,375,1.0,0.002667,both,0.086349,0.028462,0.720652
0.39,mixed_fbm,750,375,5.0,0.002667,both,6.664522,0.901914,6.849959
0.37,mixed_fbm,750,375,1.0,0.002667,both,4.29468,0.853348,6.559363
0.62,mixed_fbm,750,375,5.0,0.002667,both,3.353439,0.517374,4.418801
0.36,mixed_fbm,750,375,1.0,0.002667,both,5.388711,1.058025,7.984231
0.47,mixed_fbm,750,375,10.0,0.002667,both,0.442805,0.053884,0.449277
0.53,mixed_fbm,750,375,10.0,0.002667,both,0.392809,0.046593,0.403747
0.46,mixed_fbm,750,375,10.0,0.002667,both,0.802484,0.098404,0.813094
0.54,mixed_fbm,750,375,10.0,0.002667,both,0.683542,0.081019,0.704871
0.49,mixed_fbm,1500,750,0.2,0.001333,full,4.8e-05,0.000166,-0.0
0.49,mixed_fbm,1250,625,10.0,0.0016,full,0.079187,0.007022,0.080596
0.51,mixed_fbm,1500,750,0.2,0.001333,full,2.9e-05,0.000128,0.0
0.48,mixed_fbm,1000,500,10.0,0.002,full,0.258094,0.026341,0.262228
0.49,mixed_fbm,1500,750,10.0,0.001333,full,0.095125,0.007545,0.096812
0.51,mixed_fbm,1250,625,10.0,0.0016,full,0.075988,0.006676,0.077699
0.52,mixed_fbm,1000,500,10.0,0.002,full,0.237921,0.023847,0.24391
0.48,mixed_fbm,1500,750,0.2,0.001333,full,0.000248,0.00076,0.009947
0.51,mixed_fbm,1500,750,10.0,0.001333,full,0.091239,0.007168,0.0933
0.48,mixed_fbm,1250,625,10.0,0.0016,full,0.323194,0.028847,0.328327
0.47,mixed_fbm,1000,500,10.0,0.002,full,0.592262,0.060884,0.600778
0.52,mixed_fbm,1500,750,0.2,0.001333,full,9e-05,0.000455,0.005805
0.45,mixed_fbm,750,375,10.0,0.002667,full,1.278127,0.158084,1.293447
0.53,mixed_fbm,1000,500,10.0,0.002,full,0.523985,0.05243,0.538824
0.55,mixed_fbm,750,375,10.0,0.002667,full,1.044728,0.123877,1.08132
0.52,mixed_fbm,1250,625,10.0,0.0016,full,0.297559,0.026065,0.305115
0.47,mixed_fbm,1500,750,0.2,0.001333,full,0.000719,0.001954,0.025585
0.48,mixed_fbm,1500,750,10.0,0.001333,full,0.388324,0.031011,0.394447
0.46,mixed_fbm,1000,500,10.0,0.002,full,1.073716,0.111298,1.087607
0.53,mixed_fbm,1500,750,0.2,0.001333,full,0.000158,0.000905,0.011407
0.44,mixed_fbm,750,375,10.0,0.002667,full,1.876044,0.234274,1.896475
0.54,mixed_fbm,1000,500,10.0,0.002,full,0.911225,0.091129,0.940307
0.47,mixed_fbm,1250,625,10.0,0.0016,full,0.741838,0.066722,0.752369
0.56,mixed_fbm,750,375,10.0,0.002667,full,1.470416,0.174618,1.528317
0.52,mixed_fbm,1500,750,10.0,0.001333,full,0.357176,0.027978,0.366311
0.46,mixed_fbm,1500,750,0.2,0.001333,full,0.001648,0.003972,0.051969
0.43,mixed_fbm,750,375,10.0,0.002667,full,2.602841,0.328485,2.628657
0.45,mixed_fbm,1000,500,10.0,0.002,full,1.7107,0.178998,1.73066
0.53,mixed_fbm,1250,625,10.0,0.0016,full,0.655053,0.057287,0.673849
0.57,mixed_fbm,750,375,10.0,0.002667,full,1.954354,0.232725,2.041005
0.54,mixed_fbm,1500,750,0.2,0.001333,full,0.000218,0.001426,0.017708
0.42,mixed_fbm,750,375,10.0,0.002667,full,3.465465,0.44243,3.496846
0.55,mixed_fbm,1000,500,10.0,0.002,full,1.391701,0.139277,1.441841
0.58,mixed_fbm,750,375,10.0,0.002667,full,2.489903,0.297694,2.614382
0.45,mixed_fbm,1500,750,0.2,0.001333,full,0.003321,0.007104,0.09273
0.47,mixed_fbm,1500,750,10.0,0.001333,full,0.891498,0.071765,0.904021
0.44,mixed_fbm,1000,500,10.0,0.002,full,2.511816,0.265588,2.538308
0.46,mixed_fbm,1250,625,10.0,0.0016,full,1.345201,0.122061,1.362312
0.41,mixed_fbm,750,375,10.0,0.002667,full,4.471242,0.578044,4.5083
0.59,mixed_fbm,750,375,10.0,0.002667,full,3.069944,0.369032,3.243234
0.55,mixed_fbm,1500,750,0.2,0.001333,full,0.000266,0.001977,0.024157
0.56,mixed_fbm,1000,500,10.0,0.002,full,1.957117,0.196251,2.036845
0.44,mixed_fbm,1000,500,5.0,0.002,full,2.361922,0.256863,2.461339
0.54,mixed_fbm,1250,625,10.0,0.0016,full,1.138607,0.09954,1.175589
0.6,mixed_fbm,750,375,10.0,0.002667,full,3.686793,0.446244,3.922066
0.53,mixed_fbm,1500,750,10.0,0.001333,full,0.786033,0.061475,0.808831
0.56,mixed_fbm,1000,500,5.0,0.002,full,1.568974,0.177116,1.823329
0.64,mixed_fbm,750,375,1.0,0.002667,full,0.082893,0.029646,0.746073
0.44,mixed_fbm,1500,750,0.2,0.001333,full,0.006165,0.011725,0.152395
0.43,mixed_fbm,1000,500,10.0,0.002,full,3.486081,0.372888,3.5194
0.35,mixed_fbm,750,375,1.0,0.002667,full,6.661145,1.29742,9.599086
0.4,mixed_fbm,750,375,10.0,0.002667,full,5.627918,0.737516,5.67072
0.6,mixed_fbm,1000,500,1.0,0.002,full,0.109715,0.020856,0.756672
0.43,mixed_fbm,1000,500,5.0,0.002,full,3.29669,0.361604,3.422357
0.45,mixed_fbm,1250,625,5.0,0.0016,full,2.005729,0.189577,2.097228
0.57,mixed_fbm,1000,500,10.0,0.002,full,2.598697,0.261459,2.718579
0.65,mixed_fbm,750,375,1.0,0.002667,full,0.078848,0.112229,0.763751
0.56,mixed_fbm,1500,750,0.2,0.001333,full,0.000299,0.002532,0.030366
0.46,mixed_fbm,1500,750,5.0,0.001333,full,1.503188,0.126387,1.578523
0.61,mixed_fbm,750,375,10.0,0.002667,full,4.332119,0.528822,4.64503
0.57,mixed_fbm,1000,500,5.0,0.002,full,2.030265,0.233448,2.40208
0.38,mixed_fbm,750,375,5.0,0.002667,full,8.114047,1.113673,8.322159
0.34,mixed_fbm,750,375,1.0,0.002667,full,8.125302,1.575846,11.415562
0.55,mixed_fbm,1250,625,5.0,0.0016,full,1.420251,0.138349,1.628769
0.42,mixed_fbm,1000,500,10.0,0.002,full,4.642991,0.502967,4.683308
0.43,mixed_fbm,1500,750,0.2,0.001333,full,0.01081,0.018317,0.236561
0.45,mixed_fbm,1250,625,10.0,0.0016,full,2.143737,0.196473,2.168227
0.46,mixed_fbm,1500,750,10.0,0.001333,full,1.61687,0.131367,1.637151
0.66,mixed_fbm,750,375,1.0,0.002667,full,0.074443,0.117043,0.774192
0.39,mixed_fbm,750,375,10.0,0.002667,full,6.9437,0.923325,6.992285
0.63,mixed_fbm,750,375,5.0,0.002667,full,3.652781,0.584593,4.958839
0.42,mixed_fbm,1000,500,5.0,0.002,full,4.412909,0.488924,4.565631
0.54,mixed_fbm,1500,750,5.0,0.001333,full,1.137978,0.09794,1.287659
0.4,mixed_fbm,1000,500,1.0,0.002,full,2.719621,0.478152,4.529797
0.62,mixed_fbm,750,375,10.0,0.002667,full,4.996876,0.616238,5.405832
0.58,mixed_fbm,1000,500,10.0,0.002,full,3.307053,0.334326,3.480059
0.33,mixed_fbm,750,375,1.0,0.002667,full,9.794196,1.898123,13.4454
0.58,mixed_fbm,1000,500,5.0,0.002,full,2.510768,0.294997,3.03065
0.57,mixed_fbm,1500,750,0.2,0.001333,full,0.000319,0.003067,0.036075
0.55,mixed_fbm,1250,625,10.0,0.0016,full,1.738004,0.152091,1.802012
0.37,mixed_fbm,750,375,5.0,0.002667,full,9.740443,1.3576,9.971364
0.61,mixed_fbm,1000,500,1.0,0.002,full,0.108675,0.092606,0.815647
0.44,mixed_fbm,1250,625,5.0,0.0016,full,2.964878,0.282401,3.08658
0.67,mixed_fbm,750,375,1.0,0.002667,full,0.069863,0.121207,0.777996
0.38,mixed_fbm,750,375,10.0,0.002667,full,8.427296,1.13828,8.481694
0.54,mixed_fbm,1500,750,10.0,0.001333,full,1.365745,0.106795,1.410747
0.39,mixed_fbm,1000,500,1.0,0.002,full,3.623042,0.622023,5.800832
0.36,mixed_fbm,750,375,5.0,0.002667,full,11.553515,1.637295,11.807404
0.41,mixed_fbm,1000,500,10.0,0.002,full,5.992578,0.658178,6.03998
0.41,mixed_fbm,1000,500,5.0,0.002,full,5.721142,0.641192,5.901372
0.32,mixed_fbm,750,375,1.0,0.002667,full,11.680617,2.269657,15.700625
0.63,mixed_fbm,750,375,10.0,0.002667,full,5.671262,0.707935,6.197677
0.56,mixed_fbm,1250,625,5.0,0.0016,full,1.947684,0.192901,2.271832
0.62,mixed_fbm,1000,500,1.0,0.002,full,0.105854,0.100379,0.863533
0.64,mixed_fbm,750,375,5.0,0.002667,full,3.910157,0.65167,5.48284
0.68,mixed_fbm,750,375,1.0,0.002667,full,0.065253,0.124759,0.775816
0.44,mixed_fbm,1250,625,10.0,0.0016,full,3.14835,0.291789,3.180733
0.42,mixed_fbm,1500,750,0.2,0.001333,full,0.018171,0.027494,0.352341
0.59,mixed_fbm,1000,500,5.0,0.002,full,2.995283,0.360822,3.696868
0.59,mixed_fbm,1000,500,10.0,0.002,full,4.072053,0.414281,4.313955
0.38,mixed_fbm,1000,500,1.0,0.002,full,4.718527,0.794882,7.285786
0.37,mixed_fbm,750,375,10.0,0.002667,full,10.08796,1.385566,10.148198
0.31,mixed_fbm,750,375,1.0,0.002667,full,13.797241,2.69653,18.193625
0.35,mixed_fbm,750,375,5.0,0.002667,full,13.563655,1.956849,13.840732
0.6,mixed_fbm,1000,500,5.0,0.002,full,3.468691,0.429963,4.388085
0.58,mixed_fbm,1500,750,0.2,0.001333,full,0.000327,0.003572,0.041119
0.63,mixed_fbm,1000,500,1.0,0.002,full,0.101708,0.107357,0.900427
0.45,mixed_fbm,1500,750,5.0,0.001333,full,2.413883,0.204276,2.522102
0.43,mixed_fbm,1250,625,5.0,0.0016,full,4.139515,0.397982,4.29279
0.69,mixed_fbm,750,375,1.0,0.002667,full,0.060725,0.127741,0.768326
0.6,mixed_fbm,1000,500,10.0,0.002,full,4.882692,0.500746,5.212474
0.56,mixed_fbm,1250,625,10.0,0.0016,full,2.442517,0.214254,2.544682
0.65,mixed_fbm,750,375,5.0,0.002667,full,4.119318,0.717782,5.981698
0.36,mixed_fbm,750,375,10.0,0.002667,full,11.935537,1.668796,12.001654
0.37,mixed_fbm,1000,500,1.0,0.002,full,6.025748,1.000628,9.000548
0.64,mixed_fbm,750,375,10.0,0.002667,full,6.344707,0.803318,7.013189
0.57,mixed_fbm,1250,625,5.0,0.0016,full,2.514508,0.25402,2.98931
0.3,mixed_fbm,750,375,1.0,0.002667,full,16.156761,3.185598,20.937274
0.55,mixed_fbm,1500,750,5.0,0.001333,full,1.69711,0.148179,1.950781
0.7,mixed_fbm,750,375,1.0,0.002667,full,0.05636,0.130196,0.756206
0.34,mixed_fbm,750,375,5.0,0.002667,full,15.781908,2.320903,16.082475
0.59,mixed_fbm,1250,625,1.0,0.0016,full,0.127098,0.017263,0.830728
0.4,mixed_fbm,1000,500,10.0,0.002,full,7.545474,0.841199,7.599992
0.41,mixed_fbm,1500,750,0.2,0.001333,full,0.029562,0.040038,0.507832
0.43,mixed_fbm,1250,625,10.0,0.0016,full,4.370487,0.410098,4.411064
0.36,mixed_fbm,1000,500,1.0,0.002,full,7.563831,1.243598,10.960849
0.45,mixed_fbm,1500,750,10.0,0.001333,full,2.577105,0.211597,2.606041
0.66,mixed_fbm,750,375,5.0,0.002667,full,4.275913,0.782135,6.446602
0.35,mixed_fbm,750,375,10.0,0.002667,full,13.980509,1.992072,14.052562
0.64,mixed_fbm,1000,500,1.0,0.002,full,0.096643,0.11354,0.926744
0.6,mixed_fbm,1250,625,1.0,0.0016,full,0.127493,0.089007,0.911062
0.61,mixed_fbm,1000,500,10.0,0.002,full,5.726983,0.593123,6.167274
0.42,mixed_fbm,1250,625,5.0,0.0016,full,5.542619,0.538733,5.72823
0.29,mixed_fbm,750,375,1.0,0.002667,full,18.772031,3.744607,23.945056
0.59,mixed_fbm,1500,750,0.2,0.001333,full,0.000325,0.004039,0.045411
0.65,mixed_fbm,750,375,10.0,0.002667,full,7.005921,0.901746,7.844353
0.71,mixed_fbm,750,375,1.0,0.002667,full,0.052211,0.132169,0.740116
0.57,mixed_fbm,1250,625,10.0,0.0016,full,3.24073,0.285376,3.394913
0.4,mixed_fbm,1000,500,5.0,0.002,full,7.232372,0.821099,7.440325
0.44,mixed_fbm,1500,750,5.0,0.001333,full,3.5691,0.304542,3.712609
0.55,mixed_fbm,1500,750,10.0,0.001333,full,2.083764,0.163145,2.161899
0.72,mixed_fbm,750,375,1.0,0.002667,full,0.048316,0.133704,0.720688
0.35,mixed_fbm,1000,500,1.0,0.002,full,9.351317,1.528636,13.182348
0.4,mixed_fbm,1250,625,1.0,0.0016,full,3.523154,0.536054,5.773809
0.33,mixed_fbm,750,375,5.0,0.002667,full,18.220024,2.734728,18.544497
0.58,mixed_fbm,1250,625,5.0,0.0016,full,3.101297,0.320664,3.766151
0.6,mixed_fbm,1500,750,0.2,0.001333,full,0.000317,0.004463,0.048915
0.61,mixed_fbm,1000,500,5.0,0.002,full,3.916391,0.501436,5.091191
0.65,mixed_fbm,1000,500,1.0,0.002,full,0.091004,0.118947,0.943131
0.34,mixed_fbm,750,375,10.0,0.002667,full,16.234049,2.360052,16.312118
0.39,mixed_fbm,1000,500,10.0,0.002,full,9.312962,1.055081,9.374598
0.67,mixed_fbm,750,375,5.0,0.002667,full,4.377665,0.843984,6.869738
0.61,mixed_fbm,1250,625,1.0,0.0016,full,0.125257,0.097743,0.977714
0.66,mixed_fbm,750,375,10.0,0.002667,full,7.643,1.002529,8.682477
0.56,mixed_fbm,1500,750,5.0,0.001333,full,2.323524,0.206469,2.718623
0.42,mixed_fbm,1250,625,10.0,0.0016,full,5.822214,0.553785,5.871136
0.62,mixed_fbm,1000,500,10.0,0.002,full,6.591867,0.690784,7.169303
0.28,mixed_fbm,750,375,1.0,0.002667,full,21.65622,4.382324,27.231197
0.39,mixed_fbm,1000,500,5.0,0.002,full,8.958097,1.031697,9.193846
0.34,mixed_fbm,1000,500,1.0,0.002,full,11.406196,1.861177,15.680986
0.44,mixed_fbm,1500,750,10.0,0.001333,full,3.785427,0.314489,3.823567
0.73,mixed_fbm,750,375,1.0,0.002667,full,0.044692,0.134843,0.698514
0.39,mixed_fbm,1250,625,1.0,0.0016,full,4.698073,0.698668,7.398698
0.4,mixed_fbm,1500,750,0.2,0.001333,full,0.046839,0.056935,0.713288
0.32,mixed_fbm,750,375,5.0,0.002667,full,20.890532,3.204319,21.239457
0.66,mixed_fbm,1000,500,1.0,0.002,full,0.085072,0.12361,0.950387
0.62,mixed_fbm,1000,500,5.0,0.002,full,4.324818,0.574245,5.792813
0.41,mixed_fbm,1250,625,5.0,0.0016,full,7.187595,0.707399,7.405876
0.68,mixed_fbm,750,375,5.0,0.002667,full,4.424419,0.902652,7.244258
0.58,mixed_fbm,1250,625,10.0,0.0016,full,4.120368,0.364819,4.343661
0.27,mixed_fbm,750,375,1.0,0.002667,full,24.822971,5.108682,30.810789
0.33,mixed_fbm,750,375,10.0,0.002667,full,18.708077,2.778032,18.792274
0.62,mixed_fbm,1250,625,1.0,0.0016,full,0.121013,0.105623,1.030476
0.38,mixed_fbm,1000,500,10.0,0.002,full,11.307047,1.303299,11.375792
0.43,mixed_fbm,1500,750,5.0,0.001333,full,4.984213,0.429558,5.164405
0.61,mixed_fbm,1500,750,0.2,0.001333,full,0.000303,0.004844,0.051635
0.57,mixed_fbm,1500,750,1.0,0.001333,full,0.133675,0.061599,0.74478
0.67,mixed_fbm,750,375,10.0,0.002667,full,8.243611,1.104918,9.518202
0.59,mixed_fbm,1250,625,5.0,0.0016,full,3.688358,0.391767,4.586765
0.26,mixed_fbm,750,375,1.0,0.002667,full,28.286561,5.93495,34.699941
0.33,mixed_fbm,1000,500,1.0,0.002,full,13.746008,2.247337,18.472696
0.56,mixed_fbm,1500,750,10.0,0.001333,full,2.926856,0.229785,3.051956
0.38,mixed_fbm,1000,500,5.0,0.002,full,10.91041,1.276462,11.173964
0.63,mixed_fbm,1000,500,10.0,0.002,full,7.463179,0.793054,8.208741
0.74,mixed_fbm,750,375,1.0,0.002667,full,0.041347,0.135629,0.674142
0.38,mixed_fbm,1250,625,1.0,0.0016,full,6.122649,0.894479,9.29736
0.67,mixed_fbm,1000,500,1.0,0.002,full,0.079067,0.127571,0.949409
0.63,mixed_fbm,1000,500,5.0,0.002,full,4.681985,0.647391,6.479556
0.31,mixed_fbm,750,375,5.0,0.002667,full,23.80681,3.736492,24.180882
0.57,mixed_fbm,1500,750,5.0,0.001333,full,2.993926,0.271685,3.573585
0.6,mixed_fbm,1250,625,5.0,0.0016,full,4.256244,0.466235,5.434313
0.63,mixed_fbm,1250,625,1.0,0.0016,full,0.115335,0.112629,1.069646
0.25,mixed_fbm,750,375,1.0,0.002667,full,32.062074,6.87391,38.915928
0.69,mixed_fbm,750,375,5.0,0.002667,full,4.418051,0.957542,7.564548
0.32,mixed_fbm,750,375,10.0,0.002667,full,21.41532,3.252029,21.505792
0.75,mixed_fbm,750,375,1.0,0.002667,full,0.038279,0.136098,0.648074
0.41,mixed_fbm,1250,625,10.0,0.0016,full,7.516297,0.725574,7.573614
0.39,mixed_fbm,1500,750,0.2,0.001333,full,0.072596,0.079428,0.980849
0.37,mixed_fbm,1000,500,10.0,0.002,full,13.54051,1.589819,13.61636
0.32,mixed_fbm,1000,500,1.0,0.002,full,16.387997,2.694025,21.57395
0.42,mixed_fbm,1500,750,1.0,0.001333,full,2.240466,0.321488,3.971332
0.68,mixed_fbm,750,375,10.0,0.002667,full,8.795276,1.208109,10.34147
0.43,mixed_fbm,1500,750,10.0,0.001333,full,5.25572,0.442374,5.303363
0.37,mixed_fbm,1000,500,5.0,0.002,full,13.102089,1.55935,13.39346
0.68,mixed_fbm,1000,500,1.0,0.002,full,0.073156,0.130879,0.941136
0.24,mixed_fbm,750,375,1.0,0.002667,full,36.165572,7.940068,43.477364
0.37,mixed_fbm,1250,625,1.0,0.0016,full,7.82191,1.128059,11.489878
0.3,mixed_fbm,750,375,5.0,0.002667,full,26.98316,4.339,27.383245
0.76,mixed_fbm,750,375,1.0,0.002667,full,0.03548,0.136289,0.62076
0.59,mixed_fbm,1250,625,10.0,0.0016,full,5.06811,0.451948,5.381371
0.4,mixed_fbm,1250,625,5.0,0.0016,full,9.088404,0.907107,9.339411
0.42,mixed_fbm,1500,750,5.0,0.001333,full,6.674952,0.582028,6.892507
0.62,mixed_fbm,1500,750,0.2,0.001333,full,0.000286,0.005178,0.053605
0.58,mixed_fbm,1500,750,1.0,0.001333,full,0.141358,0.072779,0.864337
0.7,mixed_fbm,750,375,5.0,0.002667,full,4.36225,1.008152,7.826373
0.77,mixed_fbm,750,375,1.0,0.002667,full,0.032937,0.136234,0.592603
0.36,mixed_fbm,1000,500,10.0,0.002,full,16.026979,1.919166,16.10995
