H,model,n,N,alpha,delta_t,strategy,value_sum,value_markovian,value_full
0.53,mixed_fbm,250,125,10.0,0.008,both,0.129996,0.028303,
0.36,mixed_fbm,500,250,0.2,0.004,both,0.046471,0.088607,
0.78,mixed_fbm,250,125,1.0,0.008,both,0.025615,0.119395,
0.4,mixed_fbm,250,125,5.0,0.008,both,1.719115,0.411709,
0.54,mixed_fbm,250,125,10.0,0.008,both,0.226838,0.049345,
0.55,mixed_fbm,250,125,10.0,0.008,both,0.347755,0.075638,
0.41,mixed_fbm,250,125,5.0,0.008,both,1.363306,0.324194,
0.14,mixed_fbm,500,250,1.0,0.004,both,61.98023,21.671139,
0.56,mixed_fbm,250,125,10.0,0.008,both,0.491105,0.106948,
0.37,mixed_fbm,500,250,0.2,0.004,both,0.032601,0.067811,
0.57,mixed_fbm,250,125,10.0,0.008,both,0.655202,0.142848,
0.42,mixed_fbm,250,125,5.0,0.008,both,1.054273,0.249102,
0.79,mixed_fbm,250,125,1.0,0.008,both,0.024359,0.120741,
0.58,mixed_fbm,250,125,10.0,0.008,both,0.838296,0.183136,
0.11,mixed_fbm,750,375,0.2,0.002667,both,33.885529,19.110115,
0.59,mixed_fbm,250,125,10.0,0.008,both,1.038557,0.22754,
0.43,mixed_fbm,250,125,5.0,0.008,both,0.789716,0.185597,
0.38,mixed_fbm,500,250,0.2,0.004,both,0.022565,0.051207,
0.02,mixed_fbm,1250,625,0.2,0.0016,both,212.19616,143.233851,
0.8,mixed_fbm,250,125,1.0,0.008,both,0.023183,0.121055,
0.44,mixed_fbm,250,125,5.0,0.008,both,0.567399,0.132738,
0.6,mixed_fbm,250,125,10.0,0.008,both,1.254056,0.275852,
0.15,mixed_fbm,500,250,1.0,0.004,both,56.620338,19.162852,
0.45,mixed_fbm,250,125,5.0,0.008,both,0.385139,0.08972,
0.61,mixed_fbm,250,125,10.0,0.008,both,1.482744,0.327611,
0.04,mixed_fbm,750,375,1.0,0.002667,both,238.576125,111.107331,
0.62,mixed_fbm,250,125,10.0,0.008,both,1.722435,0.382793,
0.39,mixed_fbm,500,250,0.2,0.004,both,0.01538,0.038012,
0.46,mixed_fbm,250,125,5.0,0.008,both,0.240789,0.055941,
0.03,mixed_fbm,750,375,5.0,0.002667,both,355.774453,156.295589,
0.63,mixed_fbm,250,125,10.0,0.008,both,1.970786,0.441129,
0.47,mixed_fbm,250,125,5.0,0.008,both,0.132224,0.030654,
0.81,mixed_fbm,250,125,1.0,0.008,both,0.022085,0.121567,
0.48,mixed_fbm,250,125,5.0,0.008,both,0.057325,0.013246,
0.64,mixed_fbm,250,125,10.0,0.008,both,2.225284,0.502167,
0.49,mixed_fbm,250,125,5.0,0.008,both,0.013968,0.003208,
0.05,mixed_fbm,1000,500,0.2,0.002,both,110.900982,66.726407,
0.5,mixed_fbm,250,125,5.0,0.008,both,-0.0,-0.0,
0.09,mixed_fbm,500,250,5.0,0.004,both,127.746233,47.594984,
0.51,mixed_fbm,250,125,5.0,0.008,both,0.013229,0.003048,
0.65,mixed_fbm,250,125,10.0,0.008,both,2.483229,0.565752,
0.4,mixed_fbm,500,250,0.2,0.004,both,0.010299,0.027766,
0.52,mixed_fbm,250,125,5.0,0.008,both,0.051405,0.011968,
0.82,mixed_fbm,250,125,1.0,0.008,both,0.021064,0.121572,
0.16,mixed_fbm,500,250,1.0,0.004,both,51.627673,16.928846,
0.53,mixed_fbm,250,125,5.0,0.008,both,0.112206,0.026362,
0.66,mixed_fbm,250,125,10.0,0.008,both,2.741733,0.631541,
0.1,mixed_fbm,500,250,10.0,0.004,both,119.272271,42.501108,
0.54,mixed_fbm,250,125,5.0,0.008,both,0.193227,0.04572,
0.83,mixed_fbm,250,125,1.0,0.008,both,0.020115,0.121234,
0.67,mixed_fbm,250,125,10.0,0.008,both,2.99772,0.699217,
0.55,mixed_fbm,250,125,5.0,0.008,both,0.291965,0.069651,
0.41,mixed_fbm,500,250,0.2,0.004,both,0.006753,0.019679,
0.56,mixed_fbm,250,125,5.0,0.008,both,0.405817,0.097757,
0.68,mixed_fbm,250,125,10.0,0.008,both,3.247935,0.76845,
0.17,mixed_fbm,500,250,1.0,0.004,both,46.976749,14.938639,
0.12,mixed_fbm,750,375,0.2,0.002667,both,29.399296,16.331704,
0.84,mixed_fbm,250,125,1.0,0.008,both,0.019237,0.121059,
0.69,mixed_fbm,250,125,10.0,0.008,both,3.488973,0.838909,
0.57,mixed_fbm,250,125,5.0,0.008,both,0.532074,0.129768,
0.42,mixed_fbm,500,250,0.2,0.004,both,0.004317,0.013785,
0.43,mixed_fbm,500,250,0.2,0.004,both,0.002672,0.009019,
0.7,mixed_fbm,250,125,10.0,0.008,both,3.717318,0.910281,
0.58,mixed_fbm,250,125,5.0,0.008,both,0.667929,0.165077,
0.71,mixed_fbm,250,125,10.0,0.008,both,3.929404,0.982071,
0.18,mixed_fbm,500,250,1.0,0.004,both,42.645241,13.16756,
0.85,mixed_fbm,250,125,1.0,0.008,both,0.018423,0.120838,
0.59,mixed_fbm,250,125,5.0,0.008,both,0.810492,0.203403,
0.72,mixed_fbm,250,125,10.0,0.008,both,4.121689,1.053861,
0.44,mixed_fbm,500,250,0.2,0.004,both,0.001587,0.005768,
0.01,mixed_fbm,1500,750,1.0,0.001333,both,741.579799,374.734399,
0.45,mixed_fbm,500,250,0.2,0.004,both,0.000891,0.003296,
0.73,mixed_fbm,250,125,10.0,0.008,both,4.290754,1.125255,
0.6,mixed_fbm,250,125,5.0,0.008,both,0.956806,0.244309,
0.46,mixed_fbm,500,250,0.2,0.004,both,0.000461,0.001442,
0.03,mixed_fbm,750,375,10.0,0.002667,both,364.243822,157.562291,
0.47,mixed_fbm,500,250,0.2,0.004,both,0.000209,1.4e-05,
0.48,mixed_fbm,500,250,0.2,0.004,both,7.5e-05,6e-06,
0.01,mixed_fbm,1250,625,1.0,0.0016,both,597.356946,309.585931,
0.49,mixed_fbm,500,250,0.2,0.004,both,1.5e-05,1e-06,
0.61,mixed_fbm,250,125,5.0,0.008,both,1.103888,0.287414,
0.19,mixed_fbm,500,250,1.0,0.004,both,38.613403,11.591164,
0.5,mixed_fbm,500,250,0.2,0.004,both,0.0,0.0,
0.74,mixed_fbm,250,125,10.0,0.008,both,4.433414,1.195721,
0.51,mixed_fbm,500,250,0.2,0.004,both,1e-05,1e-06,
0.52,mixed_fbm,500,250,0.2,0.004,both,3.2e-05,3e-06,
0.53,mixed_fbm,500,250,0.2,0.004,both,5.9e-05,6e-06,
0.86,mixed_fbm,250,125,1.0,0.008,both,0.017672,0.119826,
0.54,mixed_fbm,500,250,0.2,0.004,both,8.6e-05,1e-05,
0.75,mixed_fbm,250,125,10.0,0.008,both,4.546845,1.264801,
0.55,mixed_fbm,500,250,0.2,0.004,both,0.000109,1.3e-05,
0.62,mixed_fbm,250,125,5.0,0.008,both,1.248767,0.33228,
0.56,mixed_fbm,500,250,0.2,0.004,both,0.000128,1.7e-05,
0.13,mixed_fbm,750,375,0.2,0.002667,both,25.357195,13.926371,
0.57,mixed_fbm,500,250,0.2,0.004,both,0.000142,0.00123,
0.76,mixed_fbm,250,125,10.0,0.008,both,4.628706,1.331987,
0.2,mixed_fbm,500,250,1.0,0.004,both,34.86361,10.188267,
0.58,mixed_fbm,500,250,0.2,0.004,both,0.000152,0.001446,
0.59,mixed_fbm,500,250,0.2,0.004,both,0.000157,0.001651,
0.63,mixed_fbm,250,125,5.0,0.008,both,1.388542,0.378515,
0.1,mixed_fbm,500,250,5.0,0.004,both,117.418482,42.220217,
0.6,mixed_fbm,500,250,0.2,0.004,both,0.000159,0.001842,
0.77,mixed_fbm,250,125,10.0,0.008,both,4.677267,1.396717,
0.61,mixed_fbm,500,250,0.2,0.004,both,0.000159,0.002679,
0.64,mixed_fbm,250,125,5.0,0.008,both,1.520445,0.425718,
0.78,mixed_fbm,250,125,10.0,0.008,both,4.691513,1.458548,
0.21,mixed_fbm,500,250,1.0,0.004,both,31.380001,8.940445,
0.62,mixed_fbm,500,250,0.2,0.004,both,0.000156,0.002891,
0.03,mixed_fbm,1000,500,5.0,0.002,both,489.598469,207.944923,
0.87,mixed_fbm,250,125,1.0,0.008,both,0.016977,0.119783,
0.63,mixed_fbm,500,250,0.2,0.004,both,0.000151,0.003083,
0.79,mixed_fbm,250,125,10.0,0.008,both,4.671219,1.516866,
0.65,mixed_fbm,250,125,5.0,0.008,both,1.64191,0.473421,
0.64,mixed_fbm,500,250,0.2,0.004,both,0.000145,0.003255,
0.8,mixed_fbm,250,125,10.0,0.008,both,4.616993,1.5713,
0.66,mixed_fbm,250,125,5.0,0.008,both,1.750648,0.52127,
0.65,mixed_fbm,500,250,0.2,0.004,both,0.000139,0.003408,
0.02,mixed_fbm,1250,625,5.0,0.0016,both,714.116766,311.503597,
0.11,mixed_fbm,500,250,10.0,0.004,both,109.681366,37.730034,
0.22,mixed_fbm,500,250,1.0,0.004,both,28.148195,7.831182,
0.66,mixed_fbm,500,250,0.2,0.004,both,0.000132,0.003543,
0.81,mixed_fbm,250,125,10.0,0.008,both,4.530269,1.6211,
0.67,mixed_fbm,250,125,5.0,0.008,both,1.844717,0.568747,
0.67,mixed_fbm,500,250,0.2,0.004,both,0.000125,0.003661,
0.82,mixed_fbm,250,125,10.0,0.008,both,4.413259,1.666551,
0.88,mixed_fbm,250,125,1.0,0.008,both,0.016335,0.11904,
0.14,mixed_fbm,750,375,0.2,0.002667,both,21.733759,11.845654,
0.83,mixed_fbm,250,125,10.0,0.008,both,4.268854,1.706544,
0.68,mixed_fbm,250,125,5.0,0.008,both,1.922583,0.615564,
0.68,mixed_fbm,500,250,0.2,0.004,both,0.000117,0.003762,
0.84,mixed_fbm,250,125,10.0,0.008,both,4.100494,1.741014,
0.23,mixed_fbm,500,250,1.0,0.004,both,25.155061,6.845374,
0.69,mixed_fbm,500,250,0.2,0.004,both,0.00011,0.003847,
0.69,mixed_fbm,250,125,5.0,0.008,both,1.983173,0.661285,
0.06,mixed_fbm,1000,500,0.2,0.002,both,99.075872,56.972042,
0.7,mixed_fbm,500,250,0.2,0.004,both,0.000103,0.003735,
0.03,mixed_fbm,1000,500,10.0,0.002,both,500.549101,209.518031,
0.85,mixed_fbm,250,125,10.0,0.008,both,3.912014,1.769761,
0.71,mixed_fbm,500,250,0.2,0.004,both,9.7e-05,0.003788,
0.02,mixed_fbm,1500,750,0.2,0.001333,both,275.302679,177.168125,
0.11,mixed_fbm,500,250,5.0,0.004,both,108.002355,37.474724,
0.89,mixed_fbm,250,125,1.0,0.008,both,0.015742,0.117951,
0.72,mixed_fbm,500,250,0.2,0.004,both,9e-05,0.003042,
0.73,mixed_fbm,500,250,0.2,0.004,both,8.5e-05,0.003074,
0.86,mixed_fbm,250,125,10.0,0.008,both,3.707474,1.792589,
0.74,mixed_fbm,500,250,0.2,0.004,both,7.9e-05,0.003098,
0.75,mixed_fbm,500,250,0.2,0.004,both,7.4e-05,0.003117,
0.24,mixed_fbm,500,250,1.0,0.004,both,22.388523,5.96974,
0.7,mixed_fbm,250,125,5.0,0.008,both,2.0259,0.705483,
0.76,mixed_fbm,500,250,0.2,0.004,both,7e-05,0.003131,
0.77,mixed_fbm,500,250,0.2,0.004,both,6.5e-05,0.00314,
0.9,mixed_fbm,250,125,1.0,0.008,both,0.015195,0.117204,
0.78,mixed_fbm,500,250,0.2,0.004,both,6.1e-05,0.003146,
0.87,mixed_fbm,250,125,10.0,0.008,both,3.490996,1.809448,
0.71,mixed_fbm,250,125,5.0,0.008,both,2.05068,0.747903,
0.79,mixed_fbm,500,250,0.2,0.004,both,5.8e-05,0.003147,
0.8,mixed_fbm,500,250,0.2,0.004,both,5.4e-05,0.003145,
0.15,mixed_fbm,750,375,0.2,0.002667,both,18.50412,10.04661,
0.05,mixed_fbm,750,375,1.0,0.002667,both,218.011306,96.984335,
0.88,mixed_fbm,250,125,10.0,0.008,both,3.26662,1.820249,
0.72,mixed_fbm,250,125,5.0,0.008,both,2.057908,0.788149,
0.02,mixed_fbm,1250,625,10.0,0.0016,both,733.521283,314.343621,
0.25,mixed_fbm,500,250,1.0,0.004,both,19.837399,5.1929,
0.81,mixed_fbm,500,250,0.2,0.004,both,5.1e-05,0.003141,
0.12,mixed_fbm,500,250,10.0,0.004,both,100.902091,33.498211,
0.89,mixed_fbm,250,125,10.0,0.008,both,3.038179,1.825095,
0.82,mixed_fbm,500,250,0.2,0.004,both,4.9e-05,0.003145,
0.83,mixed_fbm,500,250,0.2,0.004,both,4.6e-05,0.003134,
0.91,mixed_fbm,250,125,1.0,0.008,both,0.014689,0.116925,
0.73,mixed_fbm,250,125,5.0,0.008,both,2.048426,0.826068,
0.84,mixed_fbm,500,250,0.2,0.004,both,4.4e-05,0.003122,
0.9,mixed_fbm,250,125,10.0,0.008,both,2.809213,1.824078,
0.85,mixed_fbm,500,250,0.2,0.004,both,4.2e-05,0.003108,
0.26,mixed_fbm,500,250,1.0,0.004,both,17.491258,4.504264,
0.86,mixed_fbm,500,250,0.2,0.004,both,4e-05,0.003092,
0.87,mixed_fbm,500,250,0.2,0.004,both,3.8e-05,0.003036,
0.88,mixed_fbm,500,250,0.2,0.004,both,3.7e-05,0.003033,
0.91,mixed_fbm,250,125,10.0,0.008,both,2.582916,1.817419,
0.74,mixed_fbm,250,125,5.0,0.008,both,2.023461,0.861316,
0.89,mixed_fbm,500,250,0.2,0.004,both,3.5e-05,0.003015,
0.92,mixed_fbm,250,125,1.0,0.008,both,0.01422,0.115219,
0.12,mixed_fbm,500,250,5.0,0.004,both,99.370961,33.27431,
0.27,mixed_fbm,500,250,1.0,0.004,both,15.3403,3.894187,
0.9,mixed_fbm,500,250,0.2,0.004,both,3.4e-05,0.002997,
0.92,mixed_fbm,250,125,10.0,0.008,both,2.362125,1.805422,
0.91,mixed_fbm,500,250,0.2,0.004,both,3.3e-05,0.002978,
0.75,mixed_fbm,250,125,5.0,0.008,both,1.984551,0.893772,
0.92,mixed_fbm,500,250,0.2,0.004,both,3.1e-05,2.6e-05,
0.93,mixed_fbm,500,250,0.2,0.004,both,3e-05,2.6e-05,
0.94,mixed_fbm,500,250,0.2,0.004,both,2.9e-05,2.5e-05,
0.16,mixed_fbm,750,375,0.2,0.002667,both,15.643621,8.496395,
0.95,mixed_fbm,500,250,0.2,0.004,both,2.8e-05,2.5e-05,
0.13,mixed_fbm,500,250,10.0,0.004,both,92.829793,29.752305,
0.96,mixed_fbm,500,250,0.2,0.004,both,2.8e-05,2.4e-05,
0.93,mixed_fbm,250,125,1.0,0.008,both,0.013786,0.114258,
0.28,mixed_fbm,500,250,1.0,0.004,both,13.375237,3.354704,
0.97,mixed_fbm,500,250,0.2,0.004,both,2.7e-05,2.3e-05,
0.98,mixed_fbm,500,250,0.2,0.004,both,2.6e-05,2.3e-05,
0.93,mixed_fbm,250,125,10.0,0.008,both,2.149353,1.788298,
0.76,mixed_fbm,250,125,5.0,0.008,both,1.933462,0.923289,
0.94,mixed_fbm,250,125,1.0,0.008,both,0.013384,0.114245,
0.94,mixed_fbm,250,125,10.0,0.008,both,1.946874,1.76659,
0.29,mixed_fbm,500,250,1.0,0.004,both,11.58719,2.878233,
0.77,mixed_fbm,250,125,5.0,0.008,both,1.872098,0.949717,
0.95,mixed_fbm,250,125,1.0,0.008,both,0.013011,0.113325,
0.95,mixed_fbm,250,125,10.0,0.008,both,1.756877,1.740751,
0.78,mixed_fbm,250,125,5.0,0.008,both,1.802423,0.973088,
0.96,mixed_fbm,250,125,1.0,0.008,both,0.012664,0.112414,
0.96,mixed_fbm,250,125,10.0,0.008,both,1.581752,1.711552,
0.3,mixed_fbm,500,250,1.0,0.004,both,9.96759,2.458208,
0.17,mixed_fbm,750,375,0.2,0.002667,both,13.127541,7.161313,
0.97,mixed_fbm,250,125,1.0,0.008,both,0.01234,0.110883,
0.14,mixed_fbm,500,250,10.0,0.004,both,85.381742,26.421925,
0.79,mixed_fbm,250,125,5.0,0.008,both,1.726376,0.993342,
0.31,mixed_fbm,500,250,1.0,0.004,both,8.508085,2.08867,
0.97,mixed_fbm,250,125,10.0,0.008,both,1.424639,1.680153,
0.98,mixed_fbm,250,125,1.0,0.008,both,0.012038,0.110463,
0.8,mixed_fbm,250,125,5.0,0.008,both,1.645818,1.010599,
0.04,mixed_fbm,750,375,10.0,0.002667,both,324.512514,134.863827,
0.32,mixed_fbm,500,250,1.0,0.004,both,7.20045,1.764536,
0.98,mixed_fbm,250,125,10.0,0.008,both,1.290607,1.6489,
0.13,mixed_fbm,500,250,5.0,0.004,both,91.425689,29.545691,
0.07,mixed_fbm,1000,500,0.2,0.002,both,88.231053,48.717754,
0.81,mixed_fbm,250,125,5.0,0.008,both,1.562473,1.024739,
0.33,mixed_fbm,500,250,1.0,0.004,both,6.036508,1.480969,
0.82,mixed_fbm,250,125,5.0,0.008,both,1.477898,1.036197,
0.18,mixed_fbm,750,375,0.2,0.002667,both,10.930943,6.014872,
0.34,mixed_fbm,500,250,1.0,0.004,both,5.008054,1.233686,
0.83,mixed_fbm,250,125,5.0,0.008,both,1.393459,1.044838,
0.15,mixed_fbm,500,250,10.0,0.004,both,78.491177,23.455484,
0.84,mixed_fbm,250,125,5.0,0.008,both,1.310327,1.050943,
0.03,mixed_fbm,1250,625,0.2,0.0016,both,190.959154,119.749096,
0.35,mixed_fbm,500,250,1.0,0.004,both,4.106796,1.01918,
0.03,mixed_fbm,1000,500,1.0,0.002,both,368.659504,171.643604,
0.85,mixed_fbm,250,125,5.0,0.008,both,1.229474,1.054657,
0.16,mixed_fbm,500,250,10.0,0.004,both,72.103232,20.816249,
0.36,mixed_fbm,500,250,1.0,0.004,both,3.324308,0.834022,
0.86,mixed_fbm,250,125,5.0,0.008,both,1.151688,1.05612,
0.14,mixed_fbm,500,250,5.0,0.004,both,84.088153,26.231413,
0.37,mixed_fbm,500,250,1.0,0.004,both,2.652,0.675024,
0.87,mixed_fbm,250,125,5.0,0.008,both,1.077585,1.055633,
0.06,mixed_fbm,750,375,1.0,0.002667,both,199.689536,85.013298,
0.17,mixed_fbm,500,250,10.0,0.004,both,66.172077,18.467015,
0.38,mixed_fbm,500,250,1.0,0.004,both,2.081116,0.539294,
0.88,mixed_fbm,250,125,5.0,0.008,both,1.007634,1.053345,
0.19,mixed_fbm,750,375,0.2,0.002667,both,9.028636,5.033238,
0.39,mixed_fbm,500,250,1.0,0.004,both,1.602752,0.424342,
0.89,mixed_fbm,250,125,5.0,0.008,both,0.942173,1.049513,
0.4,mixed_fbm,500,250,1.0,0.004,both,1.207904,0.328364,
0.9,mixed_fbm,250,125,5.0,0.008,both,0.88144,1.04426,
0.18,mixed_fbm,500,250,10.0,0.004,both,60.658858,16.372329,
0.41,mixed_fbm,500,250,1.0,0.004,both,0.887545,0.248439,
0.15,mixed_fbm,500,250,5.0,0.004,both,77.294801,23.282146,
0.2,mixed_fbm,750,375,0.2,0.002667,both,7.395239,4.196144,
0.08,mixed_fbm,1000,500,0.2,0.002,both,78.289331,41.684294,
0.04,mixed_fbm,1000,500,5.0,0.002,both,437.116359,177.28365,
0.91,mixed_fbm,250,125,5.0,0.008,both,0.825587,1.038,
0.42,mixed_fbm,500,250,1.0,0.004,both,0.632719,0.183239,
0.43,mixed_fbm,500,250,1.0,0.004,both,0.434666,0.130788,
0.44,mixed_fbm,500,250,1.0,0.004,both,0.284947,0.089424,
0.92,mixed_fbm,250,125,5.0,0.008,both,0.774713,1.030818,
0.45,mixed_fbm,500,250,1.0,0.004,both,0.175578,0.057657,
0.21,mixed_fbm,750,375,0.2,0.002667,both,6.00535,3.484242,
0.19,mixed_fbm,500,250,10.0,0.004,both,55.530196,14.505587,
0.46,mixed_fbm,500,250,1.0,0.004,both,0.099152,0.034189,
0.47,mixed_fbm,500,250,1.0,0.004,both,0.048944,0.017714,
0.93,mixed_fbm,250,125,5.0,0.008,both,0.728878,1.023083,
0.48,mixed_fbm,500,250,1.0,0.004,both,0.018988,0.007202,
0.02,mixed_fbm,1500,750,10.0,0.001333,both,895.379194,376.627969,
0.49,mixed_fbm,500,250,1.0,0.004,both,0.004122,0.001568,
0.5,mixed_fbm,500,250,1.0,0.004,both,-0.0,-0.0,0.0
0.51,mixed_fbm,500,250,1.0,0.004,both,0.003065,0.001316,
0.2,mixed_fbm,500,250,10.0,0.004,both,50.757073,12.840977,
0.94,mixed_fbm,250,125,5.0,0.008,both,0.688131,1.014918,
0.52,mixed_fbm,500,250,1.0,0.004,both,0.010501,0.005115,
0.16,mixed_fbm,500,250,5.0,0.004,both,70.993187,20.657297,
0.95,mixed_fbm,250,125,5.0,0.008,both,0.652531,1.006753,
0.53,mixed_fbm,500,250,1.0,0.004,both,0.02016,0.010824,
0.22,mixed_fbm,750,375,0.2,0.002667,both,4.833782,2.881308,
0.21,mixed_fbm,500,250,10.0,0.004,both,46.313982,11.357588,
0.54,mixed_fbm,500,250,1.0,0.004,both,0.030475,0.017856,
0.96,mixed_fbm,250,125,5.0,0.008,both,0.62217,0.998842,
0.04,mixed_fbm,1000,500,10.0,0.002,both,445.438316,178.439049,
0.17,mixed_fbm,500,250,5.0,0.004,both,65.139337,18.319046,
0.55,mixed_fbm,500,250,1.0,0.004,both,0.040362,0.02588,0.172403
0.22,mixed_fbm,500,250,10.0,0.004,both,42.178289,10.034907,
0.97,mixed_fbm,250,125,5.0,0.008,both,0.597204,0.992125,
0.09,mixed_fbm,1000,500,0.2,0.002,both,69.186478,35.661073,
0.04,mixed_fbm,750,375,5.0,0.002667,both,318.042013,133.907885,
0.05,mixed_fbm,750,375,10.0,0.002667,both,292.36194,116.788174,
0.56,mixed_fbm,500,250,1.0,0.004,both,0.049133,0.034004,
0.02,mixed_fbm,1500,750,5.0,0.001333,both,872.540317,373.805714,
0.23,mixed_fbm,750,375,0.2,0.002667,both,3.855868,2.372296,
0.57,mixed_fbm,500,250,1.0,0.004,both,0.056406,0.043118,
0.98,mixed_fbm,250,125,5.0,0.008,both,0.577886,0.986637,
0.23,mixed_fbm,500,250,10.0,0.004,both,38.329733,8.855468,
0.07,mixed_fbm,750,375,1.0,0.002667,both,183.171922,74.703093,
0.18,mixed_fbm,500,250,5.0,0.004,both,59.695855,16.235854,
0.58,mixed_fbm,500,250,1.0,0.004,both,0.062023,0.051904,
0.24,mixed_fbm,500,250,10.0,0.004,both,34.750038,7.803633,
0.59,mixed_fbm,500,250,1.0,0.004,both,0.06599,0.060346,
0.24,mixed_fbm,750,375,0.2,0.002667,both,3.047778,1.945666,
0.19,mixed_fbm,500,250,5.0,0.004,both,54.63052,14.379616,
0.6,mixed_fbm,500,250,1.0,0.004,both,0.068416,0.068541,
0.25,mixed_fbm,500,250,10.0,0.004,both,31.422607,6.865714,
0.61,mixed_fbm,500,250,1.0,0.004,both,0.069476,0.076105,
0.62,mixed_fbm,500,250,1.0,0.004,both,0.069375,0.083228,
0.26,mixed_fbm,500,250,10.0,0.004,both,28.332281,6.02837,
0.2,mixed_fbm,500,250,5.0,0.004,both,49.915247,12.725415,
0.63,mixed_fbm,500,250,1.0,0.004,both,0.068323,0.090121,
0.25,mixed_fbm,750,375,0.2,0.002667,both,2.386853,1.588191,
0.27,mixed_fbm,500,250,10.0,0.004,both,25.46514,5.283176,
0.64,mixed_fbm,500,250,1.0,0.004,both,0.066528,0.09628,
0.21,mixed_fbm,500,250,5.0,0.004,both,45.525299,11.251108,
0.65,mixed_fbm,500,250,1.0,0.004,both,0.064175,0.101457,
0.03,mixed_fbm,1250,625,5.0,0.0016,both,625.866294,259.153179,
0.03,mixed_fbm,1250,625,10.0,0.0016,both,639.195429,261.099531,
0.03,mixed_fbm,1500,750,0.2,0.001333,both,247.847812,147.303874,
0.26,mixed_fbm,750,375,0.2,0.002667,both,1.851896,1.290941,
0.28,mixed_fbm,500,250,10.0,0.004,both,22.808348,4.61816,
0.04,mixed_fbm,1250,625,0.2,0.0016,both,171.62403,100.971875,
0.66,mixed_fbm,500,250,1.0,0.004,both,0.06143,0.106579,
0.22,mixed_fbm,500,250,5.0,0.004,both,41.438678,9.936773,
0.29,mixed_fbm,500,250,10.0,0.004,both,20.350024,4.024674,
0.1,mixed_fbm,1000,500,0.2,0.002,both,60.8679,30.485948,
0.27,mixed_fbm,750,375,0.2,0.002667,both,1.423416,1.044056,
0.08,mixed_fbm,750,375,1.0,0.002667,both,168.151122,65.73112,
0.23,mixed_fbm,500,250,5.0,0.004,both,37.635658,8.764999,
0.06,mixed_fbm,750,375,10.0,0.002667,both,265.265659,101.848855,
0.04,mixed_fbm,1000,500,1.0,0.002,both,335.002798,147.982168,
0.67,mixed_fbm,500,250,1.0,0.004,both,0.058433,0.110768,
0.24,mixed_fbm,500,250,5.0,0.004,both,34.098422,7.719971,
0.3,mixed_fbm,500,250,10.0,0.004,both,18.079137,3.497383,
0.28,mixed_fbm,750,375,0.2,0.002667,both,1.083806,0.840955,
0.68,mixed_fbm,500,250,1.0,0.004,both,0.055301,0.114821,
0.31,mixed_fbm,500,250,10.0,0.004,both,15.985412,3.02728,
0.25,mixed_fbm,500,250,5.0,0.004,both,30.810768,6.788751,
0.05,mixed_fbm,1000,500,5.0,0.002,both,394.248564,152.905202,
0.32,mixed_fbm,500,250,10.0,0.004,both,14.059263,2.609169,
0.29,mixed_fbm,750,375,0.2,0.002667,both,0.817436,0.673504,
0.26,mixed_fbm,500,250,5.0,0.004,both,27.757881,5.958072,
0.69,mixed_fbm,500,250,1.0,0.004,both,0.052125,0.117422,
0.11,mixed_fbm,1000,500,0.2,0.002,both,53.286136,26.029501,
0.33,mixed_fbm,500,250,10.0,0.004,both,12.291725,2.237606,
0.7,mixed_fbm,500,250,1.0,0.004,both,0.048979,0.119009,
0.27,mixed_fbm,500,250,5.0,0.004,both,24.926146,5.217992,
0.34,mixed_fbm,500,250,10.0,0.004,both,10.674402,1.908021,
0.3,mixed_fbm,750,375,0.2,0.002667,both,0.61067,0.535702,
0.28,mixed_fbm,500,250,5.0,0.004,both,22.302996,4.557925,
0.35,mixed_fbm,500,250,10.0,0.004,both,9.199419,1.616159,
0.05,mixed_fbm,1000,500,10.0,0.002,both,400.935351,153.826742,
0.71,mixed_fbm,500,250,1.0,0.004,both,0.045917,0.122959,
0.29,mixed_fbm,500,250,5.0,0.004,both,19.876792,3.970462,
0.36,mixed_fbm,500,250,10.0,0.004,both,7.859379,1.358354,
0.72,mixed_fbm,500,250,1.0,0.004,both,0.042978,0.12427,
0.31,mixed_fbm,750,375,0.2,0.002667,both,0.451817,0.425304,
0.73,mixed_fbm,500,250,1.0,0.004,both,0.040189,0.124405,
0.37,mixed_fbm,500,250,10.0,0.004,both,6.647331,1.131273,
0.3,mixed_fbm,500,250,5.0,0.004,both,17.636719,3.447063,
0.38,mixed_fbm,500,250,10.0,0.004,both,5.556731,0.931735,
0.74,mixed_fbm,500,250,1.0,0.004,both,0.037567,0.125998,
0.31,mixed_fbm,500,250,5.0,0.004,both,15.572699,2.981011,
0.12,mixed_fbm,1000,500,0.2,0.002,both,46.398934,22.18751,
0.02,mixed_fbm,1500,750,1.0,0.001333,both,658.100973,305.461892,
0.09,mixed_fbm,750,375,1.0,0.002667,both,154.402824,57.877988,
0.75,mixed_fbm,500,250,1.0,0.004,both,0.035119,0.126492,
0.32,mixed_fbm,750,375,0.2,0.002667,both,0.331014,0.334684,
0.32,mixed_fbm,500,250,5.0,0.004,both,13.67532,2.566939,
0.76,mixed_fbm,500,250,1.0,0.004,both,0.032849,0.127528,
0.39,mixed_fbm,500,250,10.0,0.004,both,4.581415,0.758142,
0.33,mixed_fbm,500,250,5.0,0.004,both,11.935772,2.19927,
0.34,mixed_fbm,500,250,5.0,0.004,both,10.345795,1.873143,
0.33,mixed_fbm,750,375,0.2,0.002667,both,0.240074,0.262282,
