H,model,n,N,alpha,delta_t,strategy,value_sum,value_markovian,value_full
0.62,mixed_fbm,1500,750,5.0,0.001333,both,6.171294,0.658295,
0.64,mixed_fbm,1500,750,1.0,0.001333,both,0.119597,0.118996,
0.3,mixed_fbm,1250,625,1.0,0.0016,both,29.351186,4.342686,
0.87,mixed_fbm,1250,625,5.0,0.0016,both,1.374158,1.215821,
0.65,mixed_fbm,1500,750,1.0,0.001333,both,0.111008,0.122268,
0.63,mixed_fbm,1500,750,5.0,0.001333,both,6.619387,0.740236,
0.8,mixed_fbm,1500,750,10.0,0.001333,both,12.472801,2.543684,
0.88,mixed_fbm,1250,625,5.0,0.0016,both,1.241815,1.19367,
0.31,mixed_fbm,1250,625,1.0,0.0016,both,25.088761,3.657027,
0.66,mixed_fbm,1500,750,1.0,0.001333,both,0.102314,0.127253,
0.64,mixed_fbm,1500,750,5.0,0.001333,both,6.966561,0.81971,
0.89,mixed_fbm,1250,625,5.0,0.0016,both,1.125097,1.171551,
0.67,mixed_fbm,1500,750,1.0,0.001333,both,0.093785,0.131654,
0.65,mixed_fbm,1500,750,5.0,0.001333,both,7.204715,0.896227,
0.81,mixed_fbm,1500,750,10.0,0.001333,both,11.446399,2.551912,
0.32,mixed_fbm,1250,625,1.0,0.0016,both,21.258194,3.064684,
0.68,mixed_fbm,1500,750,1.0,0.001333,both,0.085612,0.131853,
0.9,mixed_fbm,1250,625,5.0,0.0016,both,1.022595,1.15046,
0.69,mixed_fbm,1500,750,1.0,0.001333,both,0.07792,0.134278,
0.66,mixed_fbm,1500,750,5.0,0.001333,both,7.330903,0.970661,
0.33,mixed_fbm,1250,625,1.0,0.0016,both,17.837681,2.551237,
0.91,mixed_fbm,1250,625,5.0,0.0016,both,0.932996,1.127709,
0.7,mixed_fbm,1500,750,1.0,0.001333,both,0.070783,0.137815,
0.82,mixed_fbm,1500,750,10.0,0.001333,both,10.426782,2.554839,
0.67,mixed_fbm,1500,750,5.0,0.001333,both,7.347304,1.038775,
0.34,mixed_fbm,1250,625,1.0,0.0016,both,14.805645,2.107994,
0.71,mixed_fbm,1500,750,1.0,0.001333,both,0.064236,0.138066,
0.92,mixed_fbm,1250,625,5.0,0.0016,both,0.855103,1.107268,
0.83,mixed_fbm,1500,750,10.0,0.001333,both,9.433656,2.528137,
0.68,mixed_fbm,1500,750,5.0,0.001333,both,7.260784,1.102332,
0.72,mixed_fbm,1500,750,1.0,0.001333,both,0.058284,0.13777,
0.35,mixed_fbm,1250,625,1.0,0.0016,both,12.140438,1.728728,
0.93,mixed_fbm,1250,625,5.0,0.0016,both,0.787853,1.07871,
0.73,mixed_fbm,1500,750,1.0,0.001333,both,0.052914,0.138569,
0.69,mixed_fbm,1500,750,5.0,0.001333,both,7.082112,1.159815,
0.94,mixed_fbm,1250,625,5.0,0.0016,both,0.730328,1.064311,
0.36,mixed_fbm,1250,625,1.0,0.0016,both,9.820056,1.40352,
0.74,mixed_fbm,1500,750,1.0,0.001333,both,0.048098,0.134063,
0.84,mixed_fbm,1500,750,10.0,0.001333,both,8.482467,2.523759,
0.75,mixed_fbm,1500,750,1.0,0.001333,both,0.043798,0.137066,
0.95,mixed_fbm,1250,625,5.0,0.0016,both,0.681764,1.043308,
0.37,mixed_fbm,1250,625,1.0,0.0016,both,7.82191,1.126933,
0.7,mixed_fbm,1500,750,5.0,0.001333,both,6.824921,1.209,
0.76,mixed_fbm,1500,750,1.0,0.001333,both,0.039974,0.137376,
0.38,mixed_fbm,1250,625,1.0,0.0016,both,6.122649,0.891837,
0.96,mixed_fbm,1250,625,5.0,0.0016,both,0.641564,1.028323,
0.77,mixed_fbm,1500,750,1.0,0.001333,both,0.036582,0.13616,
0.71,mixed_fbm,1500,750,5.0,0.001333,both,6.504555,1.253257,
0.85,mixed_fbm,1500,750,10.0,0.001333,both,7.584519,2.493296,
0.39,mixed_fbm,1250,625,1.0,0.0016,both,4.698073,0.696892,
0.97,mixed_fbm,1250,625,5.0,0.0016,both,0.609305,1.011939,
0.78,mixed_fbm,1500,750,1.0,0.001333,both,0.03358,0.134174,
0.72,mixed_fbm,1500,750,5.0,0.001333,both,6.136922,1.286625,
0.79,mixed_fbm,1500,750,1.0,0.001333,both,0.030927,0.134292,
0.4,mixed_fbm,1250,625,1.0,0.0016,both,3.523154,0.534966,
0.98,mixed_fbm,1250,625,5.0,0.0016,both,0.584766,0.997056,
0.86,mixed_fbm,1500,750,10.0,0.001333,both,6.747337,2.450601,
0.8,mixed_fbm,1500,750,1.0,0.001333,both,0.028584,0.13132,
0.41,mixed_fbm,1250,625,1.0,0.0016,both,2.572171,0.401513,
0.81,mixed_fbm,1500,750,1.0,0.001333,both,0.026516,0.127663,
0.73,mixed_fbm,1500,750,5.0,0.001333,both,5.737493,1.31788,
0.82,mixed_fbm,1500,750,1.0,0.001333,both,0.024689,0.127822,
0.42,mixed_fbm,1250,625,1.0,0.0016,both,1.81899,0.293492,
0.87,mixed_fbm,1500,750,10.0,0.001333,both,5.975171,2.408352,
0.83,mixed_fbm,1500,750,1.0,0.001333,both,0.023075,0.129184,
0.43,mixed_fbm,1250,625,1.0,0.0016,both,1.237443,0.206998,
0.74,mixed_fbm,1500,750,5.0,0.001333,both,5.320506,1.341766,
0.44,mixed_fbm,1250,625,1.0,0.0016,both,0.801815,0.139818,
0.84,mixed_fbm,1500,750,1.0,0.001333,both,0.021648,0.127641,
0.45,mixed_fbm,1250,625,1.0,0.0016,both,0.487388,0.089273,
0.85,mixed_fbm,1500,750,1.0,0.001333,both,0.020383,0.12396,
0.88,mixed_fbm,1500,750,10.0,0.001333,both,5.269587,2.359186,
0.75,mixed_fbm,1500,750,5.0,0.001333,both,4.898413,1.35481,
0.46,mixed_fbm,1250,625,1.0,0.0016,both,0.270977,0.052309,
0.86,mixed_fbm,1500,750,1.0,0.001333,both,0.019261,0.123505,
0.47,mixed_fbm,1250,625,1.0,0.0016,both,0.131426,0.026512,
0.48,mixed_fbm,1250,625,1.0,0.0016,both,0.049997,0.010554,
0.87,mixed_fbm,1500,750,1.0,0.001333,both,0.018263,0.122137,
0.49,mixed_fbm,1250,625,1.0,0.0016,both,0.010624,0.002142,
0.5,mixed_fbm,1250,625,1.0,0.0016,both,-0.0,-0.0,
0.51,mixed_fbm,1250,625,1.0,0.0016,both,0.007524,0.001669,
0.88,mixed_fbm,1500,750,1.0,0.001333,both,0.017374,0.119866,
0.52,mixed_fbm,1250,625,1.0,0.0016,both,0.025103,0.006912,
0.76,mixed_fbm,1500,750,5.0,0.001333,both,4.481582,1.367557,
0.53,mixed_fbm,1250,625,1.0,0.0016,both,0.046861,0.014906,
0.89,mixed_fbm,1500,750,10.0,0.001333,both,4.63005,2.304552,
0.89,mixed_fbm,1500,750,1.0,0.001333,both,0.01658,0.120123,
0.54,mixed_fbm,1250,625,1.0,0.0016,both,0.068791,0.022715,
0.55,mixed_fbm,1250,625,1.0,0.0016,both,0.088386,0.034442,
0.77,mixed_fbm,1500,750,5.0,0.001333,both,4.078209,1.367556,
0.9,mixed_fbm,1500,750,1.0,0.001333,both,0.015868,0.118454,
0.56,mixed_fbm,1250,625,1.0,0.0016,both,0.104287,0.045112,
0.91,mixed_fbm,1500,750,1.0,0.001333,both,0.015229,0.117178,
0.57,mixed_fbm,1250,625,1.0,0.0016,both,0.115963,0.056328,
0.9,mixed_fbm,1500,750,10.0,0.001333,both,4.05448,2.245377,
0.92,mixed_fbm,1500,750,1.0,0.001333,both,0.014653,0.115551,
0.78,mixed_fbm,1500,750,5.0,0.001333,both,3.694396,1.372187,
0.58,mixed_fbm,1250,625,1.0,0.0016,both,0.123441,0.067087,
0.93,mixed_fbm,1500,750,1.0,0.001333,both,0.014132,0.113549,
0.94,mixed_fbm,1500,750,1.0,0.001333,both,0.01366,0.112276,
0.59,mixed_fbm,1250,625,1.0,0.0016,both,0.127098,0.077063,
0.95,mixed_fbm,1500,750,1.0,0.001333,both,0.01323,0.109621,
0.91,mixed_fbm,1500,750,10.0,0.001333,both,3.539749,2.182202,
0.79,mixed_fbm,1500,750,5.0,0.001333,both,3.334347,1.367087,
0.6,mixed_fbm,1250,625,1.0,0.0016,both,0.127493,0.086163,
0.96,mixed_fbm,1500,750,1.0,0.001333,both,0.012837,0.109229,
0.61,mixed_fbm,1250,625,1.0,0.0016,both,0.125257,0.092516,
0.97,mixed_fbm,1500,750,1.0,0.001333,both,0.012478,0.109134,
0.92,mixed_fbm,1500,750,10.0,0.001333,both,3.082109,2.111161,
0.98,mixed_fbm,1500,750,1.0,0.001333,both,0.012147,0.105515,
0.8,mixed_fbm,1500,750,5.0,0.001333,both,3.000628,1.358293,
0.62,mixed_fbm,1250,625,1.0,0.0016,both,0.121013,0.102387,
0.63,mixed_fbm,1250,625,1.0,0.0016,both,0.115335,0.108508,
0.93,mixed_fbm,1500,750,10.0,0.001333,both,2.677563,2.048985,
0.81,mixed_fbm,1500,750,5.0,0.001333,both,2.694463,1.342951,
0.64,mixed_fbm,1250,625,1.0,0.0016,both,0.108716,0.114877,
0.82,mixed_fbm,1500,750,5.0,0.001333,both,2.416015,1.328419,
0.65,mixed_fbm,1250,625,1.0,0.0016,both,0.101567,0.120052,
0.94,mixed_fbm,1500,750,10.0,0.001333,both,2.322192,1.980703,
0.66,mixed_fbm,1250,625,1.0,0.0016,both,0.094212,0.122725,
0.83,mixed_fbm,1500,750,5.0,0.001333,both,2.164656,1.306875,
0.67,mixed_fbm,1250,625,1.0,0.0016,both,0.0869,0.126568,
0.95,mixed_fbm,1500,750,10.0,0.001333,both,2.01248,1.909639,
0.68,mixed_fbm,1250,625,1.0,0.0016,both,0.079811,0.129321,
0.84,mixed_fbm,1500,750,5.0,0.001333,both,1.939195,1.296016,
0.96,mixed_fbm,1500,750,10.0,0.001333,both,1.745706,1.8364,
0.69,mixed_fbm,1250,625,1.0,0.0016,both,0.073069,0.132833,
0.85,mixed_fbm,1500,750,5.0,0.001333,both,1.738073,1.271689,
0.97,mixed_fbm,1500,750,10.0,0.001333,both,1.520566,1.770862,
0.7,mixed_fbm,1250,625,1.0,0.0016,both,0.066755,0.13515,
0.86,mixed_fbm,1500,750,5.0,0.001333,both,1.559522,1.245437,
0.71,mixed_fbm,1250,625,1.0,0.0016,both,0.060912,0.136707,
0.98,mixed_fbm,1500,750,10.0,0.001333,both,1.338427,1.701712,
0.87,mixed_fbm,1500,750,5.0,0.001333,both,1.401683,1.225308,
0.72,mixed_fbm,1250,625,1.0,0.0016,both,0.055556,0.136894,
0.73,mixed_fbm,1250,625,1.0,0.0016,both,0.050687,0.137005,
0.88,mixed_fbm,1500,750,5.0,0.001333,both,1.262695,1.204474,
0.89,mixed_fbm,1500,750,5.0,0.001333,both,1.140765,1.169858,
0.74,mixed_fbm,1250,625,1.0,0.0016,both,0.046288,0.137202,
0.75,mixed_fbm,1250,625,1.0,0.0016,both,0.042333,0.136552,
0.9,mixed_fbm,1500,750,5.0,0.001333,both,1.034209,1.156163,
0.76,mixed_fbm,1250,625,1.0,0.0016,both,0.038793,0.136295,
0.91,mixed_fbm,1500,750,5.0,0.001333,both,0.941482,1.135889,
0.77,mixed_fbm,1250,625,1.0,0.0016,both,0.035634,0.136167,
0.78,mixed_fbm,1250,625,1.0,0.0016,both,0.032822,0.131697,
0.92,mixed_fbm,1500,750,5.0,0.001333,both,0.861199,1.108446,
0.93,mixed_fbm,1500,750,5.0,0.001333,both,0.792142,1.085799,
0.79,mixed_fbm,1250,625,1.0,0.0016,both,0.030322,0.133843,
0.8,mixed_fbm,1250,625,1.0,0.0016,both,0.028103,0.133088,
0.94,mixed_fbm,1500,750,5.0,0.001333,both,0.733267,1.068306,
0.81,mixed_fbm,1250,625,1.0,0.0016,both,0.026135,0.13202,
0.95,mixed_fbm,1500,750,5.0,0.001333,both,0.68371,1.046506,
0.82,mixed_fbm,1250,625,1.0,0.0016,both,0.024388,0.130965,
0.96,mixed_fbm,1500,750,5.0,0.001333,both,0.642793,1.028604,
0.83,mixed_fbm,1250,625,1.0,0.0016,both,0.022838,0.128504,
0.84,mixed_fbm,1250,625,1.0,0.0016,both,0.021461,0.122481,
0.97,mixed_fbm,1500,750,5.0,0.001333,both,0.61003,1.011725,
0.98,mixed_fbm,1500,750,5.0,0.001333,both,0.585151,0.995727,
0.85,mixed_fbm,1250,625,1.0,0.0016,both,0.020237,0.125915,
0.86,mixed_fbm,1250,625,1.0,0.0016,both,0.019146,0.124145,
0.87,mixed_fbm,1250,625,1.0,0.0016,both,0.018174,0.123077,
0.88,mixed_fbm,1250,625,1.0,0.0016,both,0.017305,0.117645,
0.89,mixed_fbm,1250,625,1.0,0.0016,both,0.016526,0.120146,
0.9,mixed_fbm,1250,625,1.0,0.0016,both,0.015826,0.118375,
0.91,mixed_fbm,1250,625,1.0,0.0016,both,0.015197,0.11559,
0.92,mixed_fbm,1250,625,1.0,0.0016,both,0.014628,0.115141,
0.93,mixed_fbm,1250,625,1.0,0.0016,both,0.014113,0.115278,
0.94,mixed_fbm,1250,625,1.0,0.0016,both,0.013645,0.112198,
0.95,mixed_fbm,1250,625,1.0,0.0016,both,0.013219,0.111185,
0.96,mixed_fbm,1250,625,1.0,0.0016,both,0.012829,0.106874,
0.97,mixed_fbm,1250,625,1.0,0.0016,both,0.012471,0.104732,
0.98,mixed_fbm,1250,625,1.0,0.0016,both,0.012142,0.107238,
0.21,mixed_fbm,100,50,1.0,0.02,full,4.153741,,5.626035
0.11,mixed_fbm,100,50,1.0,0.02,full,10.555504,,13.349818
0.01,mixed_fbm,100,50,1.0,0.02,full,23.532598,,30.729076
0.01,mixed_fbm,200,100,1.0,0.01,full,60.453405,,76.342407
0.45,mixed_fbm,100,50,1.0,0.02,full,0.028219,,0.067921
0.5,mixed_fbm,100,50,1.0,0.02,full,-0.0,,0.0
0.55,mixed_fbm,100,50,1.0,0.02,full,0.009827,,0.03748
